id,text,Efficacy endpoints,Safety endpoints,Pharmacokinetics,Mechanism of action,Disease model study,Demographic study
4038,"Psychedelic medicines for end-of-life care: Pipeline clinical trial review 2022.^
OBJECTIVES: People with terminal illnesses often experience psychological distress and associated disability. Recent clinical trial evidence has stimulated interest in the therapeutic use of psychedelics at end of life. Much uncertainty remains, however, mainly due to methodological difficulties that beset existing trials. We conducted a scoping review of pipeline clinical trials of psychedelic treatment for depression, anxiety, and existential distress at end of life. METHODS: Proposed, registered, and ongoing trials were identified from 2 electronic databases (ClinicalTrials.gov and the World Health Organization International Clinical Trials Registry Platform). Recent reviews and both commercial and non-profit organization websites were used to identify additional unregistered trials. RESULTS: In total, 25 studies were eligible, including 13 randomized controlled trials and 12 open-label trials. Three trials made attempts beyond randomization to assess expectancy and blinding effectiveness. Investigational drugs included ketamine (n = 11), psilocybin (n = 10), 3,4-methylenedioxymethamphetamine (n = 2), and lysergic acid diethylamide (n = 2). Three trials involved microdosing, and fifteen trials incorporated psychotherapy. SIGNIFICANCE OF RESULTS: A variety of onging or upcoming clinical trials are expected to usefully extend evidence regarding psychedelic-assisted group therapy and microdosing in the end-of-life setting. Still needed are head-to-head comparisons of different psychedelics to identify those best suited to specific indications and clinical populations. More extensive and rigorous studies are also necessary to better control expectancy, confirm therapeutic findings and establish safety data to guide the clinical application of these novel therapies.",0,0,0,0,0,0
4579,"Subanesthetic effects of the noncompetitive NMDA antagonist, ketamine, in humans. Psychotomimetic, perceptual, cognitive, and neuroendocrine responses.^
BACKGROUND: To characterize further behavioral, cognitive, neuroendocrine, and physiological effects of subanesthetic doses of ketamine hydrochloride in healthy human subjects. Ketamine, a phencyclidine hydrochloride derivative, is a dissociative anesthetic and a noncompetitive antagonist of the N-methyl-D-aspartate subtype of excitatory amino acid receptor. METHODS: Nineteen healthy subjects recruited by advertisements from the community participated in this randomized, double-blind, placebo-controlled study. Subjects completed three test days involving the 40-minute intravenous administration of placebo, ketamine hydrochloride (0.1 mg/kg), or ketamine hydrochloride (0.5 mg/kg). Behaviors associated with the positive and negative symptoms of schizophrenia were assessed by using the Brief Psychiatric Rating Scale. Changes in perception and behaviors associated with dissociative states were assessed by the Perceptual Aberration Subscale of the Wisconsin Psychosis Proneness Scale and the Clinician-Administered Dissociative States Scale. Cognitive function was assessed by using the (1) Mini-Mental State Examination; (2) tests sensitive to frontal cortical dysfunction, including a continuous performance vigilance task, a verbal fluency task, and the Wisconsin Card Sorting Test; and (3) tests of immediate and delayed recall. Plasma levels of cortisol, prolactin, homovanillic acid, and 3-methoxy-4-hydroxyphenethyleneglycol were measured. RESULTS: Ketamine (1) produced behaviors similar to the positive and negative symptoms of schizophrenia; (2) elicited alterations in perception; (3) impaired performance on tests of vigilance, verbal fluency, and the Wisconsin Card Sorting Test; (4) evoked symptoms similar to dissociative states; and (5) preferentially disrupted delayed word recall, sparing immediate recall and postdistraction recall. Ketamine had no significant effect on the Mini-Mental State Examination at the doses studied. Ketamine also had no effect on plasma 3-methoxy-4-hydroxyphenethyleneglycol levels, although it blunted a test day decline in plasma homovanillic acid levels at the higher dose. It also dose dependently increased plasma cortisol and prolactin levels. Ketamine produced small dose-dependent increases in blood pressure. CONCLUSIONS: These data indicate that N-methyl-D-aspartate antagonists produce a broad range of symptoms, behaviors, and cognitive deficits that resemble aspects of endogenous psychoses, particularly schizophrenia and dissociative states.",0,0,0,1,1,0
5679,"Variation of drugs involved in acute drug toxicity presentations based on age and sex: an epidemiological approach based on European emergency departments.^
OBJECTIVE: To analyse the relative percentage of acute recreational drug toxicity emergency department (ED) presentations involving the main drug groups according to age and sex and investigate different patterns based on sex and age strata. METHODS: We analysed all patients with acute recreational drug toxicity included by the Euro-DEN Plus dataset (22 EDs in 14 European countries) between October 2013 and December 2016 (39 months). Drugs were grouped as: opioids, cocaine, cannabis, amphetamines, gamma-hydroxybutyrate (GHB), hallucinogens, new psychoactive substances (NPS), benzodiazepines and ketamine. Descriptive data by age and sex are presented and compared among age/sex categories and among drug families. RESULTS: Of 17,371 patients were included during the 39-month period, 17,198 (99.0%) had taken at least one of the investigated drugs (median age: 31 years; 23.9% female; ethanol co-ingestion recorded in 41.5%, unknown in 31.2%; multiple drug use in 37.9%). Opioids (in 31.4% of patients) and amphetamines (23.3%) were the most frequently involved and hallucinogens (1.9%) and ketamine (1.7%) the least. Overall, female patients were younger than males, both in the whole cohort (median age 29 vs. 32 years; p < 0.001) and in all drug groups except benzodiazepines (median age 36 vs. 36 years; p = 0.83). The relative proportion of each drug group was different at every age strata and some patterns could be clearly described: cannabis, NPS and hallucinogens were the most common in patients <20 years; amphetamines, ketamine and cocaine in the 20- to 39-year group; GHB/GBL in the 30- to 39-year group; and opioids and benzodiazepines in patients ≥40 years. Ethanol and other drug co-ingestion was more frequent at middle-ages, and multidrug co-ingestion was more common in females than males. CONCLUSION: Differences in the drugs involved in acute drug toxicity presentations according to age and sex may be relevant for developing drug-prevention and education programs for some particular subgroups of the population based on the increased risk of adverse events in specific sex and/or age strata.",0,1,0,0,0,1
5794,"Neural correlates of the severity of cocaine, heroin, alcohol, MDMA and cannabis use in polysubstance abusers: A resting-PET brain metabolism study.^
Introduction: Functional imaging studies of addiction following protracted abstinence have not been systematically conducted to look at the associations between severity of use of different drugs and brain dysfunction. Findings from such studies may be relevant to implement specific interventions for treatment. The aim of this study was to examine the association between resting-state regional brain metabolism (measured with 18F-fluorodeoxyglucose Positron Emission Tomography (FDG-PET) and the severity of use of cocaine, heroin, alcohol, MDMA and cannabis in a sample of polysubstance users with prolonged abstinence from all drugs used. Methods: Our sample consisted of 49 polysubstance users enrolled in residential treatment. We conducted correlation analyses between estimates of use of cocaine, heroin, alcohol, MDMA and cannabis and brain metabolism (BM) (using Statistical Parametric Mapping voxel-based (VB) whole-brain analyses). In all correlation analyses conducted for each of the drugs we controlled for the co-abuse of the other drugs used. Results: The analysis showed significant negative correlations between severity of heroin, alcohol, MDMA and cannabis use and BM in the dorsolateral prefrontal cortex (DLPFC) and temporal cortex. Alcohol use was further associated with lower metabolism in frontal premotor cortex and putamen, and stimulants use with parietal cortex. Conclusions: Duration of use of different drugs negatively correlated with overlapping regions in the DLPFC, whereas severity of cocaine, heroin and alcohol use selectively impact parietal, temporal, and frontal-premotor/basal ganglia regions respectively. The knowledge of these associations could be useful in the clinical practice since different brain alterations have been associated with different patterns of execution that may affect the rehabilitation of these patients. © 2012 Moreno-López et al.",0,0,0,1,0,0
5834,"[Ketamine administration in case of severe, therapy resistant depressed patient, case report].^
Objective - In our case report we present the treatment of a female patient suffering from therapy resistant depression. This procedure is not in practice in Hungary at present, the aim of our work to reproduce the findigs of international studies in domestic circumstances. Matter - Major depression is a common, chronic and severe mental disorder, with 16.2% lifetime prevalence. Many international randomized, placebo controlled trials found administration of ketamine infusion effective in depressed patients. Methods - Since ketamine is an anesthetic agent, its administration was performed in the post-operative monitoring room of our hospital operating-room, supervised by an anesthesiologist. According to formerly published data, a dose of 0.5 mg/kg of body weight was administered intravenously in 40 minutes by perfusor. The drug was administered in a same manner fifteen days later. Subject - The patient was admitted to our inpatient ward with severe depression. During two months of combined antidepressant therapy her condition has not improved significantly. Approval for off label drug indication was granted with urgency by the National Institute of Quality and Organizational Development in Healthcare and Medicines. Results - During the two treatments the Hamilton Depression Rating Scale 21 items rating scale score was reduced to 8 from the baseline 28, the Hamilton Anxiety Rating Scale score was reduced to 6 from 25, Beck Depression Inventory was reduced to 9 from 20. Upon administration of the drug no severe adverse event was detected, the mild dissociative state related to ketamine was ceased in a short period of time. Discussion - With administration of 0.5 mg/kg ketamine the authors managed to achieve rapid improvement in a therapy resistant depressed patient, without permanent side effects. Our future plan is to repeat the use of the drug within a double-blind, placebo controlled trial in order to prove its efficacy in hospital settings.",1,1,0,0,0,0
6034,"Influence of Bupropion on the Effects of MDMA.^
3,4‐methylenedioxymethamphetamine (MDMA, ""ecstasy"") is widely used by young people for its euphoric effects. MDMA releases serotonin (5‐HT), dopamine (DA), and norepinephrine (NE). 5‐HT release mainly contributes to the subjective effects of MDMA whereas NE release is involved in the cardiovascular and psychostimulant effects of MDMA. DA mediates the reinforcing addiction‐related effects of drugs of abuse but it is unclear whether DA contributes to the acute effects of MDMA in humans. To determine the role of DA transporter‐mediated DA release in the acute response to MDMA in humans the investigators test the effects of the DA transporter inhibitor bupropion on the physiological and subjective effects of MDMA. The investigators use a randomized double‐blind placebo‐controlled cross‐over design with four experimental sessions. Bupropion or placebo will be administered before MDMA or placebo to 16 healthy volunteers. Subjective and cardiovascular responses will be repeatedly assessed throughout the experiments and plasma samples are collected for pharmacokinetics. The primary hypothesis is that bupropion reduces the MDMA‐induced increase in positive mood.",0,0,1,1,0,0
6357,"Riluzole likely lacks antidepressant efficacy in ketamine non-responders.^
Background: In our primary analysis of a four‐week riluzole extension trial after open‐label ketamine in treatment‐resistant major depressive disorder (TRD), there was no significant difference in depression scores between riluzole and placebo extension (Ibrahim et al., 2012). Riluzole also did not delay relapse in ketamine responders, which is consistent with a prior report of lack of efficacy in 14 ketamine responders (Mathew et al., 2010). However, as riluzole has been proposed to have adjunctive antidepressant effects in TRD, and, although glutamatergic, its mechanism of action is distinct from ketamine's, we hypothesized that riluzole has antidepressant effects in ketamine non‐responders. Methods: 52 TRD inpatients in a current major depressive episode of at least moderate depression severity [Montgomery Asberg Depression Rating Scale (MADRS) score ≥22 at screening and the day of infusion) received a single open‐label subanesthetic dose (0.5mg/kg) ketamine infusion over 40 minutes. 4‐6 hours post‐infusion, subjects were randomized double‐blind to either flexible‐dose (100‐200mg/day) riluzole or placebo twice daily for four weeks. Dose escalations were allowed on a weekly basis, and dose reductions were permitted by one capsule (50mg/week to a minimum of 100mg/day) for intolerable side effects. The MADRS is reported here as change in total score was the primary outcome measure. Responders and non‐responders were defined as ≥50% and<50% improvement, respectively, from baseline MADRS at 230 minutes (last pre‐randomization time point). Factorial linear mixed models with restricted maximum likelihood estimation and an autoregressive moving average covariance structure were used to examine change in MADRS with time as a within‐subjects factor and drug as a between‐subjects factor. MADRS score at 230 minutes was included as a covariate. All potential interactions between time and drug were included in the model. Results: At 230 minutes post‐infusion, 32 patients were non‐responders, and 16 non‐responders were randomized to each arm. There were no significant differences in demographic or neuropsychiatric characteristics (including length of illness, length of current episode and number of failed antidepressant trials) between groups. The linear mixed model showed no main effect of drug [F(1,29)=0.62, p=.44] or time [F(27,231)=1.50, p=.058]. There was also no interaction between drug and time [F(27,231)=1.15, p=.29]. This small sample size, however, may leave the study underpowered to detect a small‐to‐medium effect. In non‐responders, riluzole's maximum effect was observed at day one (d=.39) but was lost by day six. Yet, at the end of protocol, sample sizes were even smaller due to attrition ‐ placebo: 8/16 (50%) drop‐outs; riluzole: 6/16 (38%) dropouts. There was no statistically significant difference in drop‐outs between groups (p=.72), and, with the exception of one patient randomized to riluzole who discontinued due to severe nausea, the remaining drop‐outs were attributed to psychiatric indications, i.e. continued poor and/or worsening mood, anxiety or suicidal ideation. At day 28, there was only one antidepressant responder randomized to placebo (6%) and no responders randomized to riluzole (drop‐outs were counted as non‐responders). Conclusions: Although potentially underpowered to detect a small‐to‐moderate‐sized effect, riluzole is unlikely to be an effective antidepressant medication for ketamine nonresponders. There are several potential limitations, however, that may preclude broader generalization to other populations: our highly‐refractory cohort and insufficient trial duration.",1,0,0,0,0,0
6684,"Clinical experience using intranasal ketamine in the treatment of pediatric bipolar disorder/fear of harm phenotype.^
OBJECTIVES: Intravenous ketamine, a glutamate N-methyl-d-aspartate (NMDA) receptor antagonist, has been shown to exert a rapid antidepressant effect in adults with treatment resistant depression. Children with bipolar disorder (BD) often respond poorly to pharmacotherapy, including polypharmacy. A pediatric-onset Fear of Harm (FOH) phenotype has been described, and is characterized by severe clinical features and resistance to accepted treatments for BD. The potential efficacy and safety of intranasal ketamine in children with BD with FOH-phenotype were assessed by a systematic retrospective chart review of a case series from the private practice of one of the authors, including cases with clear refractoriness to mood stabilizers, antipsychotics and benzodiazepines. METHODS: A comparison was made between routinely collected symptom measures 1-2 weeks prior to and after the administration of ketamine, in 12 treatment-refractory youth, 10 males 2 females ages 6-19years. RESULTS: Ketamine administration was associated with a substantial reduction in measures of mania, fear of harm and aggression. Significant improvement was observed in mood, anxiety and behavioral symptoms, attention/executive functions, insomnia, parasomnias and sleep inertia. Treatment was generally well-tolerated. CONCLUSIONS: Intranasal ketamine administration in treatment-resistant youth with BD-FOH produced marked improvement in all symptomatic dimensions. A rapid, substantial therapeutic response, with only minimal side effects was observed. Formal clinical trials to assess safety and efficacy are warranted.",1,1,0,0,0,0
6952,"Stereochemical analysis of 3,4-methylenedioxymethamphetamine and its main metabolites in human samples including the catechol-type metabolite (3,4-dihydroxymethamphetamine).^
3,4-Methylenedioxymethamphetamine (MDMA; ""ecstasy"") is a designer drug commonly misused in large segments of young populations. MDMA is usually formulated in tablets of its racemate (1:1 mixture of its enantiomers) in doses ranging from 50 to 200 mg. MDMA has an enantioselective metabolism, the (S)-enantiomer being metabolized faster than the (R)-enantiomer. Different pharmacologic properties have been attributed to each enantiomer. The carbon responsible for MDMA chirality is preserved along its metabolic disposition. An analytical method has been developed to determine MDMA enantiomers and those from its major metabolites, 3,4-methylenedioxyamphetamine (MDA), 3,4-dihydroxymeth-amphetamine (HHMA), and 4-hydroxy-3-methoxymethamphet-amine (HMMA). It has been applied to the analysis of plasma and urine samples from healthy recreational users of MDMA who participated voluntarily in a clinical trial and received 100 mg (R,S)-MDMA. HCl orally. (R)/(S) ratios both in plasma (0-48 h) and urine (0-72 h) for MDMA and MDA were >1 and <1, respectively. Ratios corresponding to HHMA and HMMA, close to unity, deviate from theoretical expectations and are most likely explained by the ability of MDMA to autoinhibit its own metabolism. The short elimination half-life of (S)-MDMA (4.8 h) is consistent with the subjective effects and psychomotor performance reported in subjects exposed to MDMA, whereas the much longer half-life of the (R)-enantiomer (14.8 h) correlates with mood and cognitive effects experienced on the next days after MDMA use.",0,0,1,0,0,0
7078,"A Novel, Brief, Fully Automated Intervention to Extend the Antidepressant Effect of a Single Ketamine Infusion: A Randomized Clinical Trial.^
OBJECTIVE: Intravenous ketamine, which displays rapid antidepressant properties, is posited to reverse depression by rapidly enhancing neuroplasticity. The authors tested whether an automated, computer-based approach could efficiently leverage enhanced neuroplasticity to extend the durability of rapid clinical response. METHODS: A total of 154 adults (ages 18-60) with treatment-resistant unipolar depression were randomized in a double-blind, parallel-arm design to receive an active/active treatment combination (ketamine plus active ""automated self-association training"" [ASAT]; N=53) or one of two control arms that lacked either the active drug component (saline plus active ASAT; N=51) or the active behavioral component (ketamine plus sham ASAT; N=50). One day after a single infusion of intravenous ketamine (0.5 mg/kg over 40 minutes) or inert placebo (saline), active ASAT-targeting self-worth through automated ""evaluative conditioning"" training delivered by computer-or sham ASAT (consisting of identical computer tasks that included no positive or self-referential stimuli) was given, delivered twice daily over 4 consecutive days (eight sessions, ≤20 minutes per session). The prespecified primary outcome measure throughout the main (30-day) study period was score on the Montgomery-Åsberg Depression Rating Scale (MADRS). RESULTS: Ketamine rapidly and significantly reduced depression scores at 24 hours postinfusion (group-by-time interaction: standardized beta [β]=-1.30, 95% CI=-1.89, -0.70; t=-4.29, df=150). In intent-to-treat linear mixed models, depression scores in the ketamine+ASAT group remained significantly and stably low over the 30-day study period relative to those of the saline+ASAT group (β=-0.61, 95% CI=-0.95, -0.28; t=-3.62, df=148). By contrast, depression scores following ketamine+sham treatment followed a significant, increasing linear trajectory from 24 hours to 30 days, approaching the levels observed in the saline+ASAT group (group-by-time interaction relative to the saline+ASAT group: β=0.015, 95% CI=0.003, 0.03; t=2.35, df=568). CONCLUSIONS: After priming the brain with ketamine, training positive self-associations could provide an efficient, low-cost, portable, noninvasive, and highly dissemination-ready strategy for leveraging and extending ketamine's rapid antidepressant effects.",1,0,0,0,0,0
7110,"Neurobiological Correlates of Psilocybin Response in Depression.^
Objective: To synthesize the neurobiological basis of brain-resetting effects of psilocybin and identify neuroimaging correlates of psilocybin response in depressed patients. Data Sources: MEDLINE(R), Embase, APA PsycINFO, Cochrane, and CINAHL were systematically searched on June 3, 2022, with no date restrictions using the following string: (psilocybin) AND (psychedelics) AND (MRI) OR (fMRI)) OR (PET)) OR (SPECT)) OR (imaging)) OR (neuroimaging)). Study Selection: After duplicates were removed from 946 studies, 391 studies remained, of which 8 qualified for full-text analysis, but only 5 fulfilled the eligibility criteria of randomized, double-blind, or open-label neuroimaging study with psilocybin treatment in depressed patients. Data Extraction: The Covidence platform was used for deduplication and bias assessment. The a priori data points included concomitant psychological intervention, modality of neuroimaging technique, changes in depression scores, brain functional changes, and association between functional and psilocybin response. Assessment bias was assessed with the standard risk of bias tool for randomized controlled trials and the tool for risk of bias in nonrandomized studies of interventions. Results: Four studies were open-label, and one was a combined open-label and randomized controlled trial using functional magnetic resonance imaging. Psilocybin-assisted psychotherapy was administered in 3 studies, 1 in refractory and 2 in nonrefractory patients. The remaining 2 studies were in refractory patients. The transient increase in psilocybin-induced global connectivity in major neural tracts and specific areas of brain activation was associated with antidepressant response. Conclusions: Transient functional brain changes with psilocybin therapy resemble the ""brain reset"" phenomenon and may serve as the putative predictors of psilocybin antidepressant response.",0,0,0,1,0,0
7419,"The harmful health effects of recreational ecstasy: a systematic review of observational evidence.^
OBJECTIVES: To investigate the harmful health effects of taking ecstasy (3,4-methylenedioxymethamphetamine, MDMA) for recreational purposes. DATA SOURCES: MEDLINE, EMBASE, PsycINFO and Web of Knowledge were searched. Additional information on deaths was collected from the General Mortality Register (GMR) and the Special Mortality Register collated by the National Programme on Substance Abuse Deaths (np-SAD). REVIEW METHODS: Studies were categorised according to design, with systematic research syntheses (Level I evidence) the most valid and least open to bias. Where Level I evidence was not available, controlled observational studies (Level II evidence) were systematically reviewed. If neither Level I nor Level II evidence was available, uncontrolled case series and case reports (Level III evidence) were systematically surveyed. Data were extracted by one reviewer and a sample checked by a second. The heterogeneity of Level II evidence was addressed by undertaking stratified analyses for current and former ecstasy users and comparing them either with control groups using other illegal drugs but not ecstasy (polydrug controls) or with controls naïve to illegal drugs (drug-naïve controls). Statistical heterogeneity was minimised by using a random-effects model throughout and investigated using study-level regression analysis (metaregression). RESULTS: Five Level I syntheses were identified; for each it was difficult to ascertain the exact methods adopted and evidence included. Small but significant deficits for ecstasy users compared to controls were reported in areas relating to attention, memory, psychomotor speed, executive systems functioning, and self-reported depressive symptoms. Data from Level II studies were directly pooled for seven individual outcomes, suggesting that ecstasy users performed worse than controls on common measures of immediate and delayed verbal recall (RAVLT, RBMT, digit span). No difference was seen in IQ (NART). The 915 outcome measures identified in Level II studies were analysed in broad domains: immediate and delayed verbal and visual memory, working memory, two measures of attention, three measures of executive function, perceptual organisation, self-rated depression, memory and anxiety, and impulsivity measured objectively and subjectively. Ecstasy users performed significantly worse than polydrug controls in 13/16 domains and significantly worse than drug-naïve controls in 7/12 domains for which sufficient data were available. The largest, most consistent exposure effects were seen in meta-analyses of memory (especially verbal and working memory, with less marked effects seen in visual memory). Former ecstasy users frequently showed deficits that matched or exceeded those seen amongst current users. At aggregate level, the effects do not appear to be dose-related, but are variably confounded by other drug use, particularly alcohol. Of Level III evidence, in the 10 years to 2006, the np-SAD and the GMR recorded an average of around 50 drug-related deaths per year involving ecstasy; it was the sole drug implicated in around 10 cases per year. Retrospective case series, based on hospital emergency department records, reported a death rate of 0-2% from emergency admissions related to ecstasy. Two major syndromes are most commonly reported as the immediate cause of death in fatal cases: hyperthermia and hyponatraemia. CONCLUSIONS: A broad range of relatively low-quality literature suggests that recreational use of ecstasy is associated with significant deficits in neurocognitive function (particularly immediate and delayed verbal memory) and increased psychopathological symptoms. The clinical significance of the exposure effect in individual cases will be variable but, on average, deficits are likely to be relatively small. Ecstasy is associated with a range of acute harms but appears to be a rare cause of death in isolation.",0,1,0,0,0,0
7451,"The effects of ketamine on the mismatch negativity (MMN) in humans—A meta-analysis.^
Objective: To investigate whether effects of the glutamatergic N-methyl-D-aspartate (NMDA) receptor antagonist ketamine on the mismatch negativity (MMN) vary between duration and frequency deviants, as suggested by clinical studies on schizophrenia patients. Methods: Our meta-analysis included previous studies that used ketamine in order to induce psychotic experiences in healthy participants and that recorded the MMN either by electroencephalography or magnetoencephalography. Results: The analysis revealed systematic MMN amplitude decreases and, with a lower effect size, latency increases after ketamine administration. However, the observed amplitude and latency effects did not vary between duration and frequency deviants. Conclusion: Across studies, there is no evidence that ketamine effects on the MMN are larger for duration than frequency deviants. Significance: Our findings tentatively suggest that, in addition to an NMDA receptor hypofunction, other factors might contribute to the sometimes observed pattern of impaired MMN responses to duration deviants, but unimpaired MMN responses to frequency deviants in schizophrenia. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",0,0,0,0,1,0
8870,"Oxytocin receptor gene variations and socio-emotional effects of MDMA: A pooled analysis of controlled studies in healthy subjects.^
Methylenedioxymethamphetamine (MDMA) increases oxytocin, empathy, and prosociality. Oxytocin plays a critical role in emotion processing and social behavior and has been shown to mediate the prosocial effects of MDMA in animals. Genetic variants, such as single-nucleotide polymorphisms (SNPs), of the oxytocin receptor (OXTR) may influence the emotional and social effects of MDMA in humans. The effects of common genetic variants of the OXTR (rs53576, rs1042778, and rs2254298 SNPs) on the emotional, empathogenic, and prosocial effects of MDMA were characterized in up to 132 healthy subjects in a pooled analysis of eight double-blind, placebo-controlled studies. In a subset of 53 subjects, MDMA produced significantly greater feelings of trust in rs1042778 TT genotypes compared with G allele carriers. The rs53576 and rs225498 SNPs did not moderate the subjective effects of MDMA in up to 132 subjects. None of the SNPs moderated MDMA-induced impairments in negative facial emotion recognition or enhancements in emotional empathy in the Multifaceted Empathy Test in 69 subjects. MDMA significantly increased plasma oxytocin concentrations. MDMA and oxytocin concentrations did not differ between OXTR gene variants. The present results provide preliminary evidence that OXTR gene variations may modulate aspects of the prosocial subjective effects of MDMA in humans. However, interpretation should be cautious due to the small sample size. Additionally, OXTR SNPs did not moderate the subjective overall effect of MDMA (any drug effect) or feelings of ""closeness to others"". TRIAL REGISTRATION: ClinicalTrials.gov: http://www.clinicaltrials.gov, No: NCT00886886, NCT00990067, NCT01136278, NCT01270672, NCT01386177, NCT01465685, NCT01771874, and NCT01951508.",0,0,0,1,0,0
305,"Administration of Sub-anesthetic Dose of Ketamine and Electroconvulsive Treatment on Alternate Week Days in Patients with Treatment Resistant Depression: A Double Blind Placebo Controlled Trial.^
INTRODUCTION AND BACKGROUND: Patients with depression who fail to respond to at least two antidepressants in their current episode are considered to have Treatment Resistant Depression (TRD). ECT is an effective treatment of TRD but cognitive side effects limit its use. Ketamine elicits a rapid antidepressant response in sub-anesthetic repeated doses. ECT and ketamine may be modulating the glutamate system, therefore when administered in an interleaved fashion, they could have a synergistic effect. METHODS: 15 TRD patients were recruited and 12 were included in the analysis. Patients were randomly assigned to an ECT + iv. ketamine or ECT + iv. placebo (midazolam). At baseline and before each infusion, depression severity scales were administered. At baseline, halfway through and at the end of the study, cognitive tests were administered. RESULTS: There was no difference between the ketamine and placebo arms, per change in 17-item Hamilton Depression Scores (HAM-D), Young Mania Rating Scores or cognitive tests. Per HAMD scores, 3 ECT +ketamine subjects (42%) showed early remission (HAMD < 8) and maintained euthymia for 3 additional visits. None of the ECT +midazolam subjects (0%) achieved early remission. This difference showed a trend level significance (Chi square P-Value = 0.0910). CONCLUSION: The results of the study were limited due to the small sample size. However, a trend level difference in rates of early remission was seen, suggesting that ketamine + ECT may lead to a faster symptom relief. A larger sample size is needed for statistical confirmation.",1,0,0,0,0,0
777,"Antidepressant effects of ketamine in depressed patients.^
BACKGROUND: A growing body of preclinical research suggests that brain glutamate systems may be involved in the pathophysiology of major depression and the mechanism of action of antidepressants. This is the first placebo-controlled, double-blinded trial to assess the treatment effects of a single dose of an N-methyl-D-aspartate (NMDA) receptor antagonist in patients with depression. METHODS: Seven subjects with major depression completed 2 test days that involved intravenous treatment with ketamine hydrochloride (.5 mg/kg) or saline solutions under randomized, double-blind conditions. RESULTS: Subjects with depression evidenced significant improvement in depressive symptoms within 72 hours after ketamine but not placebo infusion (i.e., mean 25-item Hamilton Depression Rating Scale scores decreased by 14 +/- SD 10 points vs. 0 +/- 12 points, respectively during active and sham treatment). CONCLUSIONS: These results suggest a potential role for NMDA receptor-modulating drugs in the treatment of depression.",1,0,0,0,0,0
1240,"Efficacy and Safety of Intranasal Esketamine for the Rapid Reduction of Symptoms of Depression and Suicidality in Patients at Imminent Risk for Suicide: Results of a Double-Blind, Randomized, Placebo-Controlled Study.^
OBJECTIVE: The authors compared the efficacy of standard-of-care treatment plus intranasal esketamine or placebo for rapid reduction of symptoms of major depression, including suicidality, among individuals at imminent suicide risk. METHOD: In a double-blind, multicenter, proof-of-concept study, 68 participants were randomly assigned to receive esketamine (84 mg) or placebo twice weekly for 4 weeks, in addition to comprehensive standard-of-care treatment. The primary efficacy endpoint was change in score from baseline to 4 hours after initial dose on the Montgomery-Åsberg Depression Rating Scale (MADRS). Clinician global judgment of suicide risk (from the Suicide Ideation and Behavior Assessment Tool) was also assessed. Secondary endpoints included these measures at 24 hours and double-blind endpoint at day 25. RESULTS: A significantly greater improvement in MADRS score was observed in the esketamine group compared with the placebo group at 4 hours (least-square mean difference=-5.3, SE=2.10; effect size=0.61) and at ∼24 hours (least-square mean difference=-7.2, SE=2.85; effect size=0.65), but not at day 25 (least-square mean difference=-4.5, SE=3.14; effect size=0.35). Significantly greater improvement was also observed in the esketamine group on the MADRS suicidal thoughts item score at 4 hours (effect size=0.67), but not at 24 hours (effect size=0.35) or at day 25 (effect size=0.29). Between-group reductions in clinician global judgment of suicide risk scores were not statistically different at any time point. The most common adverse events among participants in the esketamine group were nausea, dizziness, dissociation, unpleasant taste, and headache. CONCLUSIONS: These preliminary findings indicate that intranasal esketamine compared with placebo, given in addition to comprehensive standard-of-care treatment, may result in significantly rapid improvement in depressive symptoms, including some measures of suicidal ideation, among depressed patients at imminent risk for suicide.",1,1,0,0,0,0
1385,"A cluster randomised controlled trial of the Climate Schools: Ecstasy and Emerging Drugs Module in Australian secondary schools: study protocol.^
BACKGROUND: The use of ecstasy is a public health problem and is associated with a range of social costs and harms. In recent years, there has been growing concern about the availability and misuse of new and emerging drugs designed to mimic the effects of illicit drugs, including ecstasy. This, coupled with the fact that the age of use and the risk factors for using ecstasy and emerging drugs are similar, provides a compelling argument to implement prevention for these substances simultaneously. The proposed study will evaluate whether a universal Internet-based prevention program, known as the Climate Schools: Ecstasy and Emerging Drugs Module, can address and prevent the use of ecstasy and emerging drugs among adolescents. METHODS: A cluster randomised controlled trial will be conducted among Year 10 students (aged 15-16 years) from 12 secondary schools in Sydney, Australia. Schools will be randomly assigned to either the Climate Schools intervention group or the control group. All students will complete a self-report questionnaire at baseline, immediately post-intervention, and 6-, 12- and 24-months post-baseline. The primary outcome measures will include ecstasy and emerging drug-related knowledge, intentions to use these substances in the future, and the patterns of use of ecstasy and emerging drugs. A range of secondary outcomes will also be assessed, including beliefs and attitudes about ecstasy and emerging drugs, peer pressure resistance, other substance use and mental health outcomes. DISCUSSION: To our knowledge, this will be the first evaluation of an Internet-based program designed to specifically target ecstasy and NED use among adolescents. If deemed effective, the Climate Schools: Ecstasy and Emerging Drugs Module will provide schools with an interactive and novel prevention program for ecstasy and emerging drugs that can be readily implemented by teachers. TRIAL REGISTRATION: This trial is registered with the Australian New Zealand Clinical Trials Registry, ACTRN12613000708752.",0,1,0,0,0,1
