dosage	id	context	text
0.5mg / kg	8087	hydrochloride at a dose of 0.5mg / kg over 40 minutes or placebo	"A single - infusion of the N - methyl - D - aspartate receptor antagonist ketamine improves fatigue scores in patients with bipolar disorder compared to placebo.^ 
 Background : Fatigue is a highly prevalent residual symptom of depression that is difficult to treat with current monoaminergic antidepressants . Research has shown that ketamine , an N‐methyl‐D‐aspartate ( NMDA ) receptor antagonist that manipulates the glutamate system , produces rapid , robust , and moderately sustained improvements in depressive symptoms . However , there is a dearth of literature examining the effects of ketamine on fatigue specifically . We hypothesized that ketamine would rapidly improve fatigue symptoms in treatment‐resistant bipolar depressed patients . Methods : In a double‐blind , randomized , placebo‐controlled , crossover study , 36 participants with treatment‐resistant bipolar depression ( maintained on therapeutic levels of lithium or valproate ) received a single intravenous infusion of ketamine hydrochloride at a dose of 0.5mg / kg over 40 minutes or placebo on 2 experimental days separated by 2 weeks . A post‐hoc analysis compared fatigue scores on ketamine vs. placebo from 40 minutes through 14 days using a novel scale ( based on questions from validated rating scales ) . Results : A linear mixed model showed that patients had significantly lower fatigue scores following ketamine compared to placebo from 40 minutes ( p=.002 ) through day 3 ( p<.001 ) . The drug difference was not significant at day 7 ( p=.10 ) , but it was at day 10 ( p=.03 ) and 14 ( p=.004 ) . The largest difference was at day 2 ( p<.001 ; d=.58 ) . Conclusions : Ketamine rapidly and significantly improved fatigue symptoms relative to placebo in a group of treatment‐resistant bipolar depressed patients . Unlike current monoaminergic antidepressants that fail to alleviate fatigue in depression , the NMDA receptor antagonist ketamine may provide swift and robust improvements to fatigue in depressed patients ."
1 mg / kg	2112	, 41 participants received either 1 mg / kg oral ketamine or placebo thrice	"Repeated oral ketamine for out - patient treatment of resistant depression : randomised , double - blind , placebo - controlled , proof - of - concept study.^ 
 BACKGROUND : Ketamine has been demonstrated to improve depressive symptoms . AimsEvaluation of efficacy , safety and feasibility of repeated oral ketamine for out - patients with treatment - resistant depression ( TRD ) . METHOD : In a randomised , double - blind , placebo - controlled , proof - of - concept trial , 41 participants received either 1 mg / kg oral ketamine or placebo thrice weekly for 21 days ( ClinicalTrials.gov Identifier : NCT02037503 ) . Evaluation was performed at baseline , 40 and 240 min post administration and on days 3 , 7 , 14 and 21 . The main outcome measure was change in Montgomery - Åsberg Depression Rating Scale ( MADRS ) . RESULTS : Twenty - two participants were randomised to the ketamine group , and 19 to the control , with 82.5 % ( n = 33 ) completing the study . In the ketamine group , a decrease in depressive symptoms was evident at all time points , whereas in the control group a decrease was evident only 40 min post administration . The reduction in MADRS score on day 21 was 12.75 in the ketamine group versus 2.49 points with placebo ( P & lt ; 0.001 ) . Six participants in the ketamine group ( 27.3 % ) achieved remission compared with none of the controls ( P & lt ; 0.05 ) . The number needed to treat for remission was 3.7 . Side - effects were mild and transient . CONCLUSIONS : Repeated oral ketamine produced rapid and persistent amelioration of depressive symptoms in out - patients with TRD , and was well tolerated . These results suggest that add - on oral ketamine may hold significant promise in the care of patients suffering from TRD in the community . Declaration of interestNone ."
0.54 mg / kg	3662	acute effect of ketamine ( 0.54 mg / kg within 30 min ) on	"Subanesthetic dose of ketamine decreases prefrontal theta cordance in healthy volunteers : implications for antidepressant effect.^ 
 BACKGROUND : Theta cordance is a novel quantitative electroencephalography ( QEEG ) measure that correlates with cerebral perfusion . A series of clinical studies has demonstrated that the prefrontal theta cordance value decreases after 1 week of treatment in responders to antidepressants and that this effect precedes clinical improvement . Ketamine , a non - competitive antagonist of N - methyl - D - aspartate ( NMDA ) receptors , has a unique rapid antidepressant effect but its influence on theta cordance is unknown . METHOD : In a double - blind , cross - over , placebo - controlled experiment we studied the acute effect of ketamine ( 0.54 mg / kg within 30 min ) on theta cordance in a group of 20 healthy volunteers . RESULTS : Ketamine infusion induced a decrease in prefrontal theta cordance and an increase in the central region theta cordance after 10 and 30 min . The change in prefrontal theta cordance correlated with ketamine and norketamine blood levels after 10 min of ketamine infusion . CONCLUSIONS : Our data indicate that ketamine infusion immediately induces changes similar to those that monoamineric - based antidepressants induce gradually . The reduction in theta cordance could be a marker and a predictor of the fast - acting antidepressant effect of ketamine , a hypothesis that could be tested in depressive patients treated with ketamine ."
0.5 mg / kg	2431	of either ketamine hydrochloride ( 0.5 mg / kg ) or placebo on 2	"Default Mode Connectivity in Major Depressive Disorder Measured Up to 10 Days After Ketamine Administration.^ 
 BACKGROUND : The symptoms of major depressive disorder ( MDD ) are rapidly alleviated by administration of a single dose of the glutamatergic modulator ketamine . However , few studies have investigated the potential sustained neural effects of this agent beyond immediate infusion . This study used functional magnetic resonance imaging to examine the effect of a single ketamine infusion on the resting state default mode network ( DMN ) at 2 and 10 days after a single ketamine infusion in unmedicated subjects with MDD as well as healthy control subjects ( HCs ) . METHODS : Data were drawn from a double - blind , placebo - controlled crossover study of 58 participants ( 33 with MDD and 25 HCs ) who received an intravenous infusion of either ketamine hydrochloride ( 0.5 mg / kg ) or placebo on 2 separate test days spaced 2 weeks apart . Eight minutes of functional magnetic resonance imaging resting state data was acquired at baseline and at about 2 and 10 days after both infusions . The DMN was defined using seed - based correlation and was compared across groups and scans . RESULTS : In subjects with MDD , connectivity between the insula and the DMN was normalized compared with HCs 2 days postketamine infusion . This change was reversed after 10 days and did not appear in either of the placebo scans . Group - specific connectivity differences in drug response were observed , most notably in the insula in subjects with MDD and in the thalamus in HCs . CONCLUSIONS : Connectivity changes in the insula in subjects with MDD suggest that ketamine may normalize the interaction between the DMN and salience networks , supporting the triple network dysfunction model of MDD ."
25 mg	6232	first dose being standardized at 25 mg of psilocybin , and the	"Effects of Repeated Psilocybin Dosing in OCD.^ 
 Aim 1 : To examine the effects of two doses of psilocybin on OCD symptoms among participants in the immediate treatment condition , compared to participants in the waitlist control / delayed treatment condition . The investigators hypothesize that participants in the immediate treatment group will report statistically significantly greater symptom improvement from baseline 4 days post‐second dose , compared to participants in the waitlist control / delayed treatment group at the same interval during their waitlist phase . Aim 2 : To examine the effects of two doses of psilocybin on OCD symptoms , compared to one dose . The investigators hypothesize that two doses of oral psilocybin will reduce OCD symptoms to a statistically significantly greater extent than one dose . This study aims to investigate the effects of repeated dosing of oral psilocybin on OCD symptomatology and assess psychological mechanisms that may mediate psilocybin 's therapeutic effects on OCD . This study will employ a randomized , waitlist‐controlled design with blinded independent ratings , with participants randomized to receive either immediate treatment ( two doses oral psilocybin separated by one week ) or delayed treatment ( 7 weeks post‐randomization ) . An adaptive dose selection strategy will be implemented , with the first dose being standardized at 25 mg of psilocybin , and the second dose being either the same or a higher dosage ( i.e. , 30 mg ) on the basis of a clinically significant response from baseline or not , respectively , 4 days post‐first dose . This study is conducted entirely on an outpatient basis with the possibility of remote / virtual follow‐up visits after each dosing session . The dosing sessions last the entire day , and participants will be medically cleared prior to being permitted to return home with assistance ( e.g. , driven by a family member or friend , or ride share ) ."
30 mg	6232	higher dosage ( i.e. , 30 mg ) on the basis of	"Effects of Repeated Psilocybin Dosing in OCD.^ 
 Aim 1 : To examine the effects of two doses of psilocybin on OCD symptoms among participants in the immediate treatment condition , compared to participants in the waitlist control / delayed treatment condition . The investigators hypothesize that participants in the immediate treatment group will report statistically significantly greater symptom improvement from baseline 4 days post‐second dose , compared to participants in the waitlist control / delayed treatment group at the same interval during their waitlist phase . Aim 2 : To examine the effects of two doses of psilocybin on OCD symptoms , compared to one dose . The investigators hypothesize that two doses of oral psilocybin will reduce OCD symptoms to a statistically significantly greater extent than one dose . This study aims to investigate the effects of repeated dosing of oral psilocybin on OCD symptomatology and assess psychological mechanisms that may mediate psilocybin 's therapeutic effects on OCD . This study will employ a randomized , waitlist‐controlled design with blinded independent ratings , with participants randomized to receive either immediate treatment ( two doses oral psilocybin separated by one week ) or delayed treatment ( 7 weeks post‐randomization ) . An adaptive dose selection strategy will be implemented , with the first dose being standardized at 25 mg of psilocybin , and the second dose being either the same or a higher dosage ( i.e. , 30 mg ) on the basis of a clinically significant response from baseline or not , respectively , 4 days post‐first dose . This study is conducted entirely on an outpatient basis with the possibility of remote / virtual follow‐up visits after each dosing session . The dosing sessions last the entire day , and participants will be medically cleared prior to being permitted to return home with assistance ( e.g. , driven by a family member or friend , or ride share ) ."
0.5mg / kg	9525	dose of ketamine intravenously ( 0.5mg / kg , 40 minutes ) during	"Influence of DNA methylation on the antidepressant effect of ketamine.^ 
 Background : Ketamine is a high‐affinity non‐competitive NMDA ( N‐methyl‐D‐aspartic , N‐methyl‐D‐aspartic ) receptor antagonist . In recent years , studies have found that ketamine has rapid onset antidepressant effect . However , the use of ketamine for antidepressant treatment has the risk of causing adverse reactions such as psychiatric symptoms , addiction , and so on . The aim of this study is to find DNA methylation sites related to the efficacy of ketamine and screening‐related genes . It will be the foundation of the accurate use of ketamine for depression . Methods : This study included a randomized , double‐blind , placebo‐controlled study of brain tumors with depression . The subjects received a small dose of ketamine intravenously ( 0.5mg / kg , 40 minutes ) during the operation . The Montgomery‐ Åsberg Depression Rating Scale ( MADRS ) was used to assess depression . According to the improvement of depression on the third day after operation , patients were divided into an effective group ( MADRS score reduction rate is greater than or equal to 50 % ) and an ineffective group ( MADRS score reduction rate is less than 50 % ) . Illumina Infinium Methylation EPIC Bead Chip ( 850 K DNA methylation chip ) was used to carry out genomewide methylation of peripheral blood in two groups . The methylation sites with significant difference between the two groups ( p < 0.05 ) were compared . According to the difference of methylation beta and the difference score , bioinformatics analysis was carried out using GO analysis and Pathway in Kyoto Encyclopedia of Genes and Genomes to select chloramine . Ketone therapy is associated with different DNA methylation levels . Results : A total of 34 subjects using ketamine were included in this study , of who 20 were in the ineffective group and 14 were in the effective group . A total of 34,140 differentially methylated sites were identified by 850 K DNA methylation chip screening . These differentially methylated sites were located on 13,209 genes . Through bioinformatics screening , we have identified 39 genes related to multiple pathways as the basis for subsequent research . Conclusion : It was found that many metabolic and signaling pathways were involved in the factors affecting the efficacy of ketamine . Through bioinformatics analysis and literature review , 39 anti‐ketamine drugs were screened out . Genes related to the efficacy of depression lay the foundation for future research ."
3.0 mg / kg	379	- aminoindane ( MDAI ; 3.0 mg / kg , range 180 - 228	"Acute psychotropic , autonomic , and endocrine effects of 5,6 - methylenedioxy-2 - aminoindane ( MDAI ) compared with 3,4 - methylenedioxymethamphetamine ( MDMA ) in human volunteers : A self - administration study.^ 
 The acute psychoactive , autonomic , and endocrine effects of the new psychoactive substance ( NPS ) 5,6 - methylenedioxy-2 - aminoindane ( MDAI ; 3.0 mg / kg , range 180 - 228 mg ) were investigated in six healthy volunteers ( four males , two females ) in a non - blinded fashion without placebo . Subjective , cardiovascular , and endocrine responses were compared with two different doses of 3,4 - methylenedioxymethamphetamine ( MDMA ) ( 75 mg and 125 mg ) described in previously published placebo - controlled studies , which used identical outcome measures including Visual Analogue Scales ( VAS ) , the Adjective Mood Rating Scale ( AMRS ) , and the 5 Dimensions of Altered States of Consciousness ( 5D - ASC ) scale . MDAI was well tolerated and produced subjective effects comparable with those of 125 mg MDMA . MDAI increased blood pressure similar to 125 mg MDMA but did not increase heart rate or body temperature . MDAI increased cortisol and prolactin levels and could be detected in serum about 20 min post ingestion and remained detectable at least for 4 days . In urine , MDAI was detectable over a period of at least 6 days . Further clinical investigations are warranted to assess whether MDAI could serve as drug with medicinal properties ."
.36 mg / kg	6195	the Psilocybin condition will receive .36 mg / kg of psilocybin . Based on	"Psilocybin - facilitated Treatment for Chronic Pain.^ 
 Participants will be randomized to two groups : Psilocybin or Active Placebo . Those in the Psilocybin condition will receive .36 mg / kg of psilocybin . Based on previous research , .36 mg / kg of psilocybin is expected to balance the intention to increase the probability of having a full mystical‐type experience against the odds of having a subjectively challenging psychological experience . Those in the Active Placebo condition will receive 2.6 mg / kg of dextromethorphan ( DXM ) . DXM was selected as the placebo drug in the current study because its subjective and behavioral effects at higher doses can resemble those of classical hallucinogens . Participants will be blinded to what drug they are administered . Participants will be unblinded at the end of the study . Interested individuals who call research staff will undergo an initial telephone prescreen by a trained member of the research staff : the study aims , protocol , and any possible risks will be described and a series of questions will be asked to determine interest and eligibility for screening for the study . Initial eligibility may also be assessed via an online questionnaire through Qualtrics . Qualified participants will be scheduled for an in‐person screening . In‐person screening sessions will be conducted by the PI or trained research staff . Individuals will first undergo informed consent ; the consent form will describe the necessary eligibility confirmation that takes place before proceeding with the full study . A physical examination , a detailed psychiatric interview , several self‐report questionnaires , and a detailed medical history will be completed at the screening session , which takes place at the UAB Clinical Research Unit . Participants will also have their blood drawn for screening tests . Study staff will provide participants with a hand‐held tablet device and instructions on how to complete the daily symptom questionnaire via the tablet . They will be asked to begin reporting daily symptoms on their tablet from home that evening . Eligible participants will be contacted by study staff by phone to inform them of their eligibility . All participants will undergo at least 2 weekly preparation sessions of approximately 2 hours each , with the possibility of 1‐2 additional weekly preparatory sessions per the discretion of the investigator . These sessions are to educate participants on the study protocol , psilocybin administration , and study treatment rationale . Participants will be randomly assigned in a double‐blind manner to the Psilocybin or Active Placebo group following their final preparation session . One week after the final preparation session , participants will be instructed to eat a low‐fat breakfast prior to presenting for their drug administration session at 8:00 am , approximately 1 hour before drug administration . A urine sample will be collected to verify drug‐free and non‐pregnant status and participants will be encouraged to relax and reflect before drug administration . The drug administration session will take place over the course of 8 hours . The guide and secondary monitor will be present with and monitor participants throughout this session ( at least one individual will always be present with the participant , even during brief intervals when the guide or monitor may be using the restroom ) . Participants will be monitored for physical symptoms of distress and encouraged to report any symptoms experienced . Blood pressure will be assessed pre‐administration via automatic blood pressure monitor , and may also be assessed at 30 , 60 , 90 , 120 , 180 , 240 , 300 , and 360 minutes post‐administration . Seven hours after drug administration , when the major drug effects have subsided , participants will complete questionnaires assessing their experience . Participants will then be released into the care of a friend or family member oriented to be emotionally supportive of the participant ( as arranged during preparation sessions ) and instructed not to drive an automobile or engage in any other potentially dangerous activity for the remainder f the day . Participants will be provided with the guide 's contact information by phone should they feel the need for support that evening . An immediate post‐session meeting will be held the day following the drug administration session . Participants will meet with the guide for approximately 2 hours to discuss and reflect on their experience . A final study visit will take place approximately 6 weeks later ; some questionnaires that were administered at Visit 1 will be administered again at the final visit . At the conclusion of the final study visit , participants will be debriefed ."
.36 mg / kg	6195	Based on previous research , .36 mg / kg of psilocybin is expected to	"Psilocybin - facilitated Treatment for Chronic Pain.^ 
 Participants will be randomized to two groups : Psilocybin or Active Placebo . Those in the Psilocybin condition will receive .36 mg / kg of psilocybin . Based on previous research , .36 mg / kg of psilocybin is expected to balance the intention to increase the probability of having a full mystical‐type experience against the odds of having a subjectively challenging psychological experience . Those in the Active Placebo condition will receive 2.6 mg / kg of dextromethorphan ( DXM ) . DXM was selected as the placebo drug in the current study because its subjective and behavioral effects at higher doses can resemble those of classical hallucinogens . Participants will be blinded to what drug they are administered . Participants will be unblinded at the end of the study . Interested individuals who call research staff will undergo an initial telephone prescreen by a trained member of the research staff : the study aims , protocol , and any possible risks will be described and a series of questions will be asked to determine interest and eligibility for screening for the study . Initial eligibility may also be assessed via an online questionnaire through Qualtrics . Qualified participants will be scheduled for an in‐person screening . In‐person screening sessions will be conducted by the PI or trained research staff . Individuals will first undergo informed consent ; the consent form will describe the necessary eligibility confirmation that takes place before proceeding with the full study . A physical examination , a detailed psychiatric interview , several self‐report questionnaires , and a detailed medical history will be completed at the screening session , which takes place at the UAB Clinical Research Unit . Participants will also have their blood drawn for screening tests . Study staff will provide participants with a hand‐held tablet device and instructions on how to complete the daily symptom questionnaire via the tablet . They will be asked to begin reporting daily symptoms on their tablet from home that evening . Eligible participants will be contacted by study staff by phone to inform them of their eligibility . All participants will undergo at least 2 weekly preparation sessions of approximately 2 hours each , with the possibility of 1‐2 additional weekly preparatory sessions per the discretion of the investigator . These sessions are to educate participants on the study protocol , psilocybin administration , and study treatment rationale . Participants will be randomly assigned in a double‐blind manner to the Psilocybin or Active Placebo group following their final preparation session . One week after the final preparation session , participants will be instructed to eat a low‐fat breakfast prior to presenting for their drug administration session at 8:00 am , approximately 1 hour before drug administration . A urine sample will be collected to verify drug‐free and non‐pregnant status and participants will be encouraged to relax and reflect before drug administration . The drug administration session will take place over the course of 8 hours . The guide and secondary monitor will be present with and monitor participants throughout this session ( at least one individual will always be present with the participant , even during brief intervals when the guide or monitor may be using the restroom ) . Participants will be monitored for physical symptoms of distress and encouraged to report any symptoms experienced . Blood pressure will be assessed pre‐administration via automatic blood pressure monitor , and may also be assessed at 30 , 60 , 90 , 120 , 180 , 240 , 300 , and 360 minutes post‐administration . Seven hours after drug administration , when the major drug effects have subsided , participants will complete questionnaires assessing their experience . Participants will then be released into the care of a friend or family member oriented to be emotionally supportive of the participant ( as arranged during preparation sessions ) and instructed not to drive an automobile or engage in any other potentially dangerous activity for the remainder f the day . Participants will be provided with the guide 's contact information by phone should they feel the need for support that evening . An immediate post‐session meeting will be held the day following the drug administration session . Participants will meet with the guide for approximately 2 hours to discuss and reflect on their experience . A final study visit will take place approximately 6 weeks later ; some questionnaires that were administered at Visit 1 will be administered again at the final visit . At the conclusion of the final study visit , participants will be debriefed ."
13μg	793	received placebo , 6.5μg , 13μg , or 26μg LSD in	"Subjective and Behavioral Effects of Microdoses of LSD in Healthy Human Volunteers.^ 
 Background : There have been numerous anecdotal reports that very low doses of lysergic acid diethylamide ( LSD ) reduce depressed mood and improve positive outlook . Yet , the effects of such “ microdoses ” have not been tested under double‐blind , placebo‐controlled conditions . As a first step , we examined the subjective and behavioral effects of single low doses of LSD in healthy adults . Methods : Volunteers ( N=20 ) attended four laboratory sessions during with they received placebo , 6.5μg , 13μg , or 26μg LSD in randomized order . During expected peak drug effect , they completed mood questionnaires and behavioral tasks assessing emotion processing , including i ) recognition of emotional facial expressions and ii ) responses to simulated social rejection . Results : LSD dose‐dependently increased ratings of “ feeling ” the drug , “ liking ” the drug , and “ feeling high , ” in addition to dose‐dependently increasing responses to the Altered States of Consciousness questionnaire . The highest dose of LSD increased vigor , elation , and anxiety on the Profile of Mood States . On the emotion recognition task , LSD enhanced participants ’ ability to recognize both anger and happiness . During the simulated social rejection task , LSD increased participants ’ desire to play again with the other players , but did not affect their perception of the degree to which they were included or excluded . Conclusions : These findings with non‐symptomatic volunteers suggest that “ microdoses ” of LSD have dose‐dependent effects on mood and emotional behavior . These results set the stage for measuring the clinical efficacy of the drug in the treatment of depressed mood , and help to understand the expanding use of low doses of LSD in the community . Supported By : NIDA DA02812 Keywords : Microdosing , LSD , Human Behavioral Pharmacology , Emotion Processing , Mood"
26μg	793	6.5μg , 13μg , or 26μg LSD in randomized order .	"Subjective and Behavioral Effects of Microdoses of LSD in Healthy Human Volunteers.^ 
 Background : There have been numerous anecdotal reports that very low doses of lysergic acid diethylamide ( LSD ) reduce depressed mood and improve positive outlook . Yet , the effects of such “ microdoses ” have not been tested under double‐blind , placebo‐controlled conditions . As a first step , we examined the subjective and behavioral effects of single low doses of LSD in healthy adults . Methods : Volunteers ( N=20 ) attended four laboratory sessions during with they received placebo , 6.5μg , 13μg , or 26μg LSD in randomized order . During expected peak drug effect , they completed mood questionnaires and behavioral tasks assessing emotion processing , including i ) recognition of emotional facial expressions and ii ) responses to simulated social rejection . Results : LSD dose‐dependently increased ratings of “ feeling ” the drug , “ liking ” the drug , and “ feeling high , ” in addition to dose‐dependently increasing responses to the Altered States of Consciousness questionnaire . The highest dose of LSD increased vigor , elation , and anxiety on the Profile of Mood States . On the emotion recognition task , LSD enhanced participants ’ ability to recognize both anger and happiness . During the simulated social rejection task , LSD increased participants ’ desire to play again with the other players , but did not affect their perception of the degree to which they were included or excluded . Conclusions : These findings with non‐symptomatic volunteers suggest that “ microdoses ” of LSD have dose‐dependent effects on mood and emotional behavior . These results set the stage for measuring the clinical efficacy of the drug in the treatment of depressed mood , and help to understand the expanding use of low doses of LSD in the community . Supported By : NIDA DA02812 Keywords : Microdosing , LSD , Human Behavioral Pharmacology , Emotion Processing , Mood"
100 mg / day	2332	at a divided dose of 100 mg / day and titrating upwards by 40	"Clinical experience with oral ketamine.^ 
 Ketamine is a noncompetitive N - methyl - D - aspartate ( NMDA ) receptor antagonist used for analgesia in patients with chronic pain . This article describes a retrospective review of 21 Ss ( aged 29–81 yrs ) with chronic neuropathic pain who were treated with oral ketamine as an adjunct to ongoing therapy with individualized combinations of opioids , anticonvulsants , and antidepressants . Ss were treated with oral ketamine starting at a divided dose of 100 mg / day and titrating upwards by 40 mg / day until efficacy was reached , or until side effects became limiting . A retrospective chart review was conducted to evaluate the analgesic efficacy and side effects of the treatment . Nine Ss discontinued ketamine because of intolerable side effects , 4 Ss experienced few or no side effects but had no discernible benefit , 4 others had equivocal responses . Four Ss had continued oral ketamine for long periods . One patient has had no significant benefit or side effects but continues to use ketamine 500 mg / day and 3 people used doses ranging from 100–240 mg day for over 1 year duration and have reported improvements in pain and decreased use of analgesics . The analgesic benefits of ketamine appeared to be most pronounced in , but not limited to , patients with pain histories of less than 5 years . ( PsycINFO Database Record ( c ) 2018 APA , all rights reserved )"
40 mg / day	2332	day and titrating upwards by 40 mg / day until efficacy was reached ,	"Clinical experience with oral ketamine.^ 
 Ketamine is a noncompetitive N - methyl - D - aspartate ( NMDA ) receptor antagonist used for analgesia in patients with chronic pain . This article describes a retrospective review of 21 Ss ( aged 29–81 yrs ) with chronic neuropathic pain who were treated with oral ketamine as an adjunct to ongoing therapy with individualized combinations of opioids , anticonvulsants , and antidepressants . Ss were treated with oral ketamine starting at a divided dose of 100 mg / day and titrating upwards by 40 mg / day until efficacy was reached , or until side effects became limiting . A retrospective chart review was conducted to evaluate the analgesic efficacy and side effects of the treatment . Nine Ss discontinued ketamine because of intolerable side effects , 4 Ss experienced few or no side effects but had no discernible benefit , 4 others had equivocal responses . Four Ss had continued oral ketamine for long periods . One patient has had no significant benefit or side effects but continues to use ketamine 500 mg / day and 3 people used doses ranging from 100–240 mg day for over 1 year duration and have reported improvements in pain and decreased use of analgesics . The analgesic benefits of ketamine appeared to be most pronounced in , but not limited to , patients with pain histories of less than 5 years . ( PsycINFO Database Record ( c ) 2018 APA , all rights reserved )"
500 mg / day	2332	but continues to use ketamine 500 mg / day and 3 people used doses	"Clinical experience with oral ketamine.^ 
 Ketamine is a noncompetitive N - methyl - D - aspartate ( NMDA ) receptor antagonist used for analgesia in patients with chronic pain . This article describes a retrospective review of 21 Ss ( aged 29–81 yrs ) with chronic neuropathic pain who were treated with oral ketamine as an adjunct to ongoing therapy with individualized combinations of opioids , anticonvulsants , and antidepressants . Ss were treated with oral ketamine starting at a divided dose of 100 mg / day and titrating upwards by 40 mg / day until efficacy was reached , or until side effects became limiting . A retrospective chart review was conducted to evaluate the analgesic efficacy and side effects of the treatment . Nine Ss discontinued ketamine because of intolerable side effects , 4 Ss experienced few or no side effects but had no discernible benefit , 4 others had equivocal responses . Four Ss had continued oral ketamine for long periods . One patient has had no significant benefit or side effects but continues to use ketamine 500 mg / day and 3 people used doses ranging from 100–240 mg day for over 1 year duration and have reported improvements in pain and decreased use of analgesics . The analgesic benefits of ketamine appeared to be most pronounced in , but not limited to , patients with pain histories of less than 5 years . ( PsycINFO Database Record ( c ) 2018 APA , all rights reserved )"
100–240 mg	2332	people used doses ranging from 100–240 mg day for over 1 year	"Clinical experience with oral ketamine.^ 
 Ketamine is a noncompetitive N - methyl - D - aspartate ( NMDA ) receptor antagonist used for analgesia in patients with chronic pain . This article describes a retrospective review of 21 Ss ( aged 29–81 yrs ) with chronic neuropathic pain who were treated with oral ketamine as an adjunct to ongoing therapy with individualized combinations of opioids , anticonvulsants , and antidepressants . Ss were treated with oral ketamine starting at a divided dose of 100 mg / day and titrating upwards by 40 mg / day until efficacy was reached , or until side effects became limiting . A retrospective chart review was conducted to evaluate the analgesic efficacy and side effects of the treatment . Nine Ss discontinued ketamine because of intolerable side effects , 4 Ss experienced few or no side effects but had no discernible benefit , 4 others had equivocal responses . Four Ss had continued oral ketamine for long periods . One patient has had no significant benefit or side effects but continues to use ketamine 500 mg / day and 3 people used doses ranging from 100–240 mg day for over 1 year duration and have reported improvements in pain and decreased use of analgesics . The analgesic benefits of ketamine appeared to be most pronounced in , but not limited to , patients with pain histories of less than 5 years . ( PsycINFO Database Record ( c ) 2018 APA , all rights reserved )"
150 mg	4236	solution of racemic ketamine ( 150 mg ) across 10 - 15	"The efficacy of oral ketamine in severely depressed patients at high risk of suicide.^ 
 BACKGROUND : Ketamine is most easily and inexpensively administered by the oral route and in racemic form . Oral racemic ketamine may be an important approach to the emergency management of suicide risk in clinical settings , especially in third world countries , that have a limited range of available healthcare resources . METHODS : In a prospective , uncontrolled , open - label investigation , we studied 30 severely depressed inpatients who consented to participate in a pilot hospital service offering ketamine for management of high suicide risk . Patients sipped a solution of racemic ketamine ( 150 mg ) across 10 - 15 min in 3 alternate day sessions . Patients were assessed using the Modified Scale for Suicidal Ideation ( MSSI ) , Montgomery - Asberg Depression Rating Scale ( MADRS ) , and Clinical Global Improvement - Severity ( CGI - S ) scale at baseline and 1 day after the last ketamine session . RESULTS : There was statistically and clinically significant improvement on all outcomes . Mean ( standard deviation ) MSSI scores dropped from 25.1(1.8 ) to 17.3(5.6 ) , MADRS scores from 28.8(3.4 ) to 21.9(3.6 ) , and CGI - S scores from 6.0(0.2 ) to 3.6(0.9 ) . At endpoint , MSSI scores had dropped from severe to low or mild - to - moderate in 67 % of patients . The 90 ketamine sessions were uneventful ; the treatment was well tolerated and no patient dropped out . CONCLUSION : Oral racemic ketamine may be a useful and potentially life - saving approach to the emergency management of severely depressed patients at high risk of suicide ."
100 mg	6599	( MDMA ) were given 100 mg of the drug as a	"Sweat testing of MDMA with the Drugwipe analytical device : a controlled study with two volunteers.^ 
 Rapid on - site tests for the analysis of drugs of abuse in unconventional specimens ( e.g. , sweat ) have recently been developed . Two healthy volunteers familiar with the effects of methylenedioxymethamphetamine ( MDMA ) were given 100 mg of the drug as a single oral dose . MDMA and its main metabolite 4 - hydroxy-3 - methoxymethamphetamine ( HMMA ) were determined in plasma and urine by gas chromatography - mass spectrometry ( GC - MS ) . MDMA was also investigated in sweat with the Drugwipe ( an immunochemical strip test ) . Subjects ' armpits were swabbed for 10 s at 0 time ( predose ) and at 2 , 6 , 8 , 12 , and 24 h after MDMA administration . MDMA consumption could be detected using Drugwipe at 2 h and for as long as 12 h after drug administration . However , in one of the volunteers , a faint color change appeared at 0 time , when plasma and urine tested negative for MDMA and did not disappear even 48 h later . Plasma concentrations of MDMA and HMMA measured by GC - MS peaked at 2 - 4 h , and values greater than 20 ng / mL for MDMA and of 40 ng / mL for HMMA were still detected at 24 h. Urine tested positive by GC - MS for MDMA and HMMA in the 48 - h collection period . These findings preliminarily support sweat testing with Drugwipe for monitoring MDMA use ."
