"id","text","labels"
"6366","Features of dissociation differentially predict antidepressant response to ketamine in treatment-resistant depression.^\nBACKGROUND: Ketamine induces rapid and robust antidepressant effects, and many patients also describe dissociation, which is associated with antidepressant response. This follow-up study investigated whether antidepressant efficacy is uniquely related to dissociative symptom clusters. METHODS: Treatment-resistant patients with major depressive disorder (MDD) or bipolar disorder (BD) (n = 126) drawn from three studies received a single subanesthetic (0.5 mg/kg) ketamine infusion. Dissociative effects were measured using the Clinician-Administered Dissociative States Scale (CADSS). Antidepressant response was measured using the 17-item Hamilton Depression Rating Scale (HAM-D). A confirmatory factor analysis established the validity of CADSS subscales (derealization, depersonalization, amnesia), and a general linear model with repeated measures was fitted to test whether subscale scores were associated with antidepressant response. RESULTS: Factor validity was supported, with a root mean square error of approximation of .06, a comparative fit index of .97, and a Tucker-Lewis index of .96. Across all studies and timepoints, the depersonalization subscale was positively related to HAM-D percent change. A significant effect of derealization on HAM-D percent change was observed at one timepoint (Day 7) in one study. The amnesia subscale was unrelated to HAM-D percent change. LIMITATIONS: Possible inadequate blinding; combined MDD/BD datasets might have underrepresented ketamine's antidepressant efficacy; the possibility of Type I errors in secondary analyses. CONCLUSIONS: From a psychometric perspective, researchers may elect to administer only the CADSS depersonalization subscale, given that it was most closely related to antidepressant response. From a neurobiological perspective, mechanistic similarities may exist between ketamine-induced depersonalization and antidepressant response, although off-target effects cannot be excluded.","[1, 0, 0, 1, 0, 0]"
"6439","The role of 5-HT2 and 5-HT1A receptors in 3,4-methylenedioxymethamphetamine (MDMA) induced memory impairment and impulsivity.^\nINTERVENTION: Subjects will be treated with combinations of: 1. Ketanserin 50mg / MDMA 75mg (treatment 1); 2. Pindolol 20mg / MDMA 75mg (treatment 2); 3. Placebo / MDMA 75mg (treatment 3); 4. Pindolol 20 mg / placebo (treatment 4); 5. Ketaserin 50mg / placebo (treatment 5); 6. Placebo / placebo (treatment 6). Drugs and placebo will be administered orally in identically appearing formulations. MDMA is administered as a 25 ml solution in bitter orange peel syrup, which is ingested at once. Ketanserin and pindolol will appear in capsule form. Drugs and placebo will be administered using a double dummy technique to synchronize Tmax for all drugs. CONDITION: ; Cognition, MDMA, 5HT ; ; PRIMARY OUTCOME: Neurocognitive measures of memory and impulse control. INCLUSION CRITERIA: 1. Between 18 and 40 years of age; 2. Experience with the use of MDMA (at least 5 times, of which no less than one in the past 12 months); 3. Free from psychotropic medication; 4. Good physical health as determined by examination and laboratory analysis; 5. Absence of any major medical, endocrine and neurological condition; 6. Normal weight, body mass index (weight/length2) between 18 and 28 kg/m2; 7. Health insurance; 8. Written informed consent.","[0, 1, 0, 0, 0, 0]"
"6644","The effects of psilocybin on the dynamics of eeg changes in human volunteers.^\nPsilocybin is a serotonergic psychedelic with an agonist activity at 5‐HT2A/C and 5‐HT1A receptors. It is used as a research tool to study neurobiology of psychosis as well as it is gaining attention as a possible therapeutic tool to treat depression, anxiety, and addiction. It has been already shown that psychedelics, including psilocybin, acutely induce desynchronization of the alpha activity occipitally and disconnection during the peak of intoxication. However, understanding of the dynamics of these changes has not been evaluated yet. Therefore, the current study focuses on the behavioral and EEG effects of psilocybin at several time points during the 6 hours of intoxication. Twenty volunteers with a balanced gender ratio (10 male/10 female) entered the study. Each participant underwent 2 sessions with oral psilocybin (0.26 mg/kg) or a placebo in a double‐blinded crossover design. In most of the subjects, psilocybin induced fully psychedelic effects as measured by psychometric scales, the effects peaked between 1 and 2 hours after administration. Decreased current density of the alpha band in the occipital region, which diminished over time was the most robust finding. The connectivity analyses showed biphasic effect on overall connectivity indicating two different connectivity states at the peak of intoxication and 6 hours after the ingestion. Results will be discussed in relation to the potential therapeutic effects of psilocybin.","[0, 0, 0, 1, 0, 0]"
"6646","Rapid antidepressant effects of the psychedelic ayahuasca in treatment-resistant depression: a randomized placebo-controlled trial.^\nBACKGROUND: Recent open-label trials show that psychedelics, such as ayahuasca, hold promise as fast-onset antidepressants in treatment-resistant depression. METHODS: To test the antidepressant effects of ayahuasca, we conducted a parallel-arm, double-blind randomized placebo-controlled trial in 29 patients with treatment-resistant depression. Patients received a single dose of either ayahuasca or placebo. We assessed changes in depression severity with the Montgomery-Åsberg Depression Rating Scale (MADRS) and the Hamilton Depression Rating scale at baseline, and at 1 (D1), 2 (D2), and 7 (D7) days after dosing. RESULTS: We observed significant antidepressant effects of ayahuasca when compared with placebo at all-time points. MADRS scores were significantly lower in the ayahuasca group compared with placebo at D1 and D2 (p = 0.04), and at D7 (p &lt; 0.0001). Between-group effect sizes increased from D1 to D7 (D1: Cohen's d = 0.84; D2: Cohen's d = 0.84; D7: Cohen's d = 1.49). Response rates were high for both groups at D1 and D2, and significantly higher in the ayahuasca group at D7 (64% v. 27%; p = 0.04). Remission rate showed a trend toward significance at D7 (36% v. 7%, p = 0.054). CONCLUSIONS: To our knowledge, this is the first controlled trial to test a psychedelic substance in treatment-resistant depression. Overall, this study brings new evidence supporting the safety and therapeutic value of ayahuasca, dosed within an appropriate setting, to help treat depression. This study is registered at http://clinicaltrials.gov (NCT02914769).","[1, 1, 0, 0, 0, 0]"
"6679","Human pharmacology of mephedrone: a dose-finding pilot study.^\nAims: Mephedrone is a synthetic cathinone included in the “Novel Psychoactive Substances” group. European epidemiological data showed a high prevalence of use. There are not experimental data in humans of the pharmacological effects of mephedrone. Objective was to obtain preliminary data on the effects of mephedrone and doses for future investigations. Methods: Nine healthy male, recreational users of psychostimulants, participated as outpatients in three different experimental sessions, in which one of the substances was administered each day. They received single oral doses of mephedrone (n = 3, 50 mg, 100mg and placebo; n = 3, 150 mg, 200mg and placebo; n = 3, 150 mg, 200mg and MDMA 100 mg). Drugs were administered doubleblind, and randomised (lower doses were allocated before higher doses for safety reasons in case of 150mg and 200 mg). Study variables included: vital signs (blood pressure, heart rate, temperature, pupil diameter), subjective effects (visual analog scales‐VAS, ARCI‐ 49 item short form, VESSPA questionnaire), and blood and urine samples for pharmacokinetics. Results: Mephedrone produced effects at 150 and 200 mg, with dose‐related increases of blood pressure, heart rate and pupil diameter (but not temperature). Mephedrone produced more intense effects than MDMA. Mephedrone induced pleasurable effects (ARCI‐MBG, VAS “good effects”, VAS “liking”), and mild changes in perceptions but not hallucinations. Conclusions: Mephedrone produces dose‐related effects in vital parameters and pleasurable subjective effects. Its pharmacologic profile is similar to MDMA and other psychostimulants.","[1, 1, 1, 0, 0, 0]"
"6898","A randomized, crossover comparison of ketamine and electroconvulsive therapy for treatment of major depressive episodes: a Canadian biomarker integration network in depression (CAN-BIND) study protocol.^\nBACKGROUND: Recent evidence underscores the utility of rapid-acting antidepressant interventions, such as ketamine, in alleviating symptoms of major depressive episodes (MDE). However, to date, there have been limited head-to-head comparisons of intravenous (IV) ketamine infusions with other antidepressant treatment strategies in large randomized trials. This study protocol describes an ongoing multi-centre, prospective, randomized, crossover, non-inferiority trial comparing acute treatment of individuals meeting diagnostic criteria for a major depressive episode (MDE) with ketamine and electroconvulsive therapy (ECT) on efficacy, speed of therapeutic effects, side effects, and health care resource utilization. A secondary aim is to compare a 6-month maintenance strategy for ketamine responders to standard of care ECT maintenance. Finally, through the measurement of clinical, cognitive, neuroimaging, and molecular markers we aim to establish predictors and moderators of treatment response as well as treatment-elicited effects on these outcomes. METHODS: Across four participating Canadian institutions, 240 patients with major depressive disorder or bipolar disorder experiencing a MDE are randomized (1:1) to a course of ECT or racemic IV ketamine (0.5 mg/kg) administered 3 times/week for 3 or 4 weeks. Non-responders (< 50% improvement in Montgomery-Åsberg Depression Rating Scale [MADRS] scores) crossover to receive the alternate treatment. Responders during the randomization or crossover phases then enter the 6-month maintenance phase during which time they receive clinical assessments at identical intervals regardless of treatment arm. ECT maintenance follows standard of care while ketamine maintenance involves: weekly infusions for 1 month, then bi-weekly infusions for 2 months, and finally monthly infusions for 3 months (returning to bi-weekly in case of relapse). The primary outcome measure is change in MADRS scores after randomized treatment as assessed by raters blind to treatment modality. DISCUSSION: This multi-centre study will help identify molecular, imaging, and clinical characteristics of patients with treatment-resistant and/or severe MDEs who would benefit most from either type of therapeutic strategy. In addition to informing clinical practice and influencing health care delivery, this trial will add to the robust platform and database of CAN-BIND studies for future research and biomarker discovery. TRIAL REGISTRATION: ClinicalTrials.gov identifier NCT03674671. Registered September 17, 2018.","[1, 1, 0, 0, 0, 0]"
"6901","Single and repeated ketamine infusions for reduction of suicidal ideation in treatment-resistant depression.^\nRepeated administration of subanesthetic intravenous ketamine may prolong the rapid decrease in suicidal ideation (SI) elicited by single infusions. The purpose of this secondary analysis was to evaluate reduction in SI with a single ketamine infusion compared with an active control, and prolonged suppression of SI with repeated and maintenance infusions. Thirty-seven participants with treatment-resistant depression (TRD) and baseline SI first received a single ketamine infusion during a randomized, double-blind crossover with midazolam. Following relapse of depressive symptoms, participants received six open-label ketamine infusions administered thrice-weekly over 2 weeks. Antidepressant responders (≥50% decrease in Montgomery-Åsberg Depression Rating Scale [MADRS] scores) received four further open-label infusions administered once-weekly. Changes in SI were assessed with the suicide items on the MADRS (item 10, MADRS-SI) and the Quick Inventory of Depressive Symptomatology-Self Report (item 12, QIDS-SI). Linear mixed models revealed that compared with midazolam, a single ketamine infusion elicited larger reduction in SI (P = 0.01), with maximal effects measured at 7 days postinfusion (P < 0.001, Cohen's d = 0.83). Participants had cumulative reductions in MADRS-SI scores with repeated infusions (P < 0.001), and no further change with maintenance infusions (P = 0.94). QIDS-SI results were consistent with MADRS-SI. Overall, 69% of participants had a complete alleviation of SI following repeated infusions. In TRD, single and repeated ketamine infusions resulted in decreases in SI which were maintained with once-weekly maintenance infusions. This study adds to the growing body of research suggesting ketamine as a possible novel treatment strategy for SI in mood disorders.","[1, 0, 0, 0, 0, 0]"
"6903","Assessment of Objective and Subjective Cognitive Function in Patients With Treatment-Resistant Depression Undergoing Repeated Ketamine Infusions.^\nBACKGROUND: Subanesthetic ketamine infusions can elicit rapid and sustained antidepressant effects, yet the potential cognitive impact of ketamine has not been thoroughly examined. This study measured changes in objective and subjective cognitive function following repeated ketamine treatment. METHODS: Thirty-eight patients with treatment-resistant depression were administered cognitive assessments before and after undergoing 7 i.v. ketamine infusions (0.5 mg/kg over 40 minutes) within a clinical trial examining the efficacy of single and repeated administrations. Depression severity and perceived concentration were evaluated with the Montgomery-Åsberg Depression Rating Scale (MADRS) and the Quick Inventory of Depressive Symptoms Self-Report. RESULTS: Twenty-three participants (60.5%) responded after repeated infusions (≥50% decrease in MADRS total scores). We measured significant improvements in several cognitive domains, including attention, working memory, verbal, and visuospatial memory (effect sizes ranging from Cohen d = 0.37-0.79). Cognitive changes were attributed to reduction in depressive symptoms except for improvement in verbal memory, which remained significant after adjustment for change in MADRS total score (P = .029, η p2 = 0.13). Only responders reported improvement in subjective cognitive function with repeated ketamine administration (MADRS item 6, P < .001, d = 2.00; Quick Inventory of Depressive Symptoms Self-Report item 10, P < .001, d = 1.36). CONCLUSION: A short course of repeated ketamine infusions did not impair neurocognitive function in patients with treatment-resistant depression. Further research is required to understand the potential mediating role of response and remission on improved cognitive function accompanying ketamine treatment as well as to examine longer-term safety outcomes. ClinicalTrials.gov identifier NCT01945047.","[0, 1, 0, 0, 0, 0]"
"7041","Pharmacological effects of methylone and MDMA in humans.^\nMethylone is one of the most common synthetic cathinones popularized as a substitute for 3,4-methylenedioxymethamphetamine (MDMA, midomafetamine) owing to its similar effects among users. Both psychostimulants exhibit similar chemistry (i.e., methylone is a β-keto analog of MDMA) and mechanisms of action. Currently, the pharmacology of methylone remains scarcely explored in humans. Herein, we aimed to evaluate the acute pharmacological effects of methylone and its abuse potential in humans when compared with that of MDMA following oral administration under controlled conditions. Seventeen participants of both sexes (14 males, 3 females) with a previous history of psychostimulant use completed a randomized, double-blind, placebo-controlled, crossover clinical trial. Participants received a single oral dose of 200 mg of methylone, 100 mg of MDMA, and a placebo. The variables included physiological effects (blood pressure, heart rate, oral temperature, pupil diameter), subjective effects using visual analog scales (VAS), the short form of the Addiction Research Center Inventory (ARCI), the Evaluation of Subjective Effects of Substances with Abuse Potential questionnaire (VESSPA-SSE), and the Sensitivity to Drug Reinforcement Questionnaire (SDRQ), and psychomotor performance (Maddox wing, psychomotor vigilance task). We observed that methylone could significantly increase blood pressure and heart rate and induce pleasurable effects, such as stimulation, euphoria, wellbeing, enhanced empathy, and altered perception. Methylone exhibited an effect profile similar to MDMA, with a faster overall onset and earlier disappearance of subjective effects. These results suggest that abuse potential of methylone is comparable to that of MDMA in humans. Clinical Trial Registration: https://clinicaltrials.gov/ct2/show/NCT05488171; Identifier: NCT05488171.","[0, 1, 1, 0, 0, 0]"
"7055","Psilocybin Induces Time-Dependent Changes in Global Functional Connectivity.^\nBACKGROUND: The use of psilocybin in scientific and experimental clinical contexts has triggered renewed interest in the mechanism of action of psychedelics. However, its time-dependent systems-level neurobiology remains sparsely investigated in humans. METHODS: We conducted a double-blind, randomized, counterbalanced, crossover study comprising 23 healthy human participants who received placebo and 0.2 mg/kg of psilocybin orally on 2 different test days. Participants underwent magnetic resonance imaging at 3 time points between administration and peak effects: 20 minutes, 40 minutes, and 70 minutes after administration. Resting-state functional connectivity was quantified via a data-driven global brain connectivity method and compared with cortical gene expression maps. RESULTS: Psilocybin reduced associative, but concurrently increased sensory, brain-wide connectivity. This pattern emerged over time from administration to peak effects. Furthermore, we showed that baseline connectivity is associated with the extent of psilocybin-induced changes in functional connectivity. Lastly, psilocybin-induced changes correlated in a time-dependent manner with spatial gene expression patterns of the 5-HT(2A) (5-hydroxytryptamine 2A) and 5-HT(1A) (5-hydroxytryptamine 1A) receptors. CONCLUSIONS: These results suggest that the integration of functional connectivity in sensory regions and the disintegration in associative regions may underlie the psychedelic state and pinpoint the critical role of the serotonin 2A and 1A receptor systems. Furthermore, baseline connectivity may represent a predictive marker of the magnitude of changes induced by psilocybin and may therefore contribute to a personalized medicine approach within the potential framework of psychedelic treatment.","[0, 0, 0, 1, 0, 0]"
"7077","Effects of intravenous ketamine on explicit and implicit measures of suicidality in treatment-resistant depression.^\nBACKGROUND: Intravenous ketamine has shown rapid antidepressant effects in early trials, making it a potentially attractive candidate for depressed patients at imminent risk of suicide. The Implicit Association Test (IAT), a performance-based measure of association between concepts, may have utility in suicide assessment. METHODS: Twenty-six patients with treatment-resistant depression were assessed using the suicidality item of the Montgomery-Asberg Depression Rating Scale (MADRS-SI) 2 hours before and 24 hours following a single subanesthetic dose of intravenous ketamine. Ten patients also completed IATs assessing implicit suicidal associations at comparable time points. In a second study, nine patients received thrice-weekly ketamine infusions over a 12-day period. RESULTS: Twenty-four hours after a single infusion, MADRS-SI scores were reduced on average by 2.08 points on a 0 to 6 scale (p < .001; d = 1.37), and 81% of patients received a rating of 0 or 1 postinfusion. Implicit suicidal associations were also reduced following ketamine (p = .003; d = 1.36), with reductions correlated across implicit and explicit measures. MADRS-SI reductions were sustained for 12 days by repeated-dose ketamine (p < .001; d = 2.42). CONCLUSIONS: These preliminary findings support the premise that ketamine has rapid beneficial effects on suicidal cognition and warrants further study.","[1, 0, 0, 0, 0, 0]"
"7158","MDMA (ecstasy) use is associated with reduced BOLD signal change during semantic recognition in abstinent human polydrug users: A preliminary fMRI study.^\n3,4-methylenedioxymethamphetamine (MDMA) users have impaired verbal memory, and voxel-based morphometry has shown decreased grey matter in Brodmann area (BA) 18, 21 and 45. Because these regions play a role in verbal memory, we hypothesized that MDMA users would show altered brain activation in these areas during performance of a functional magnetic resonance imaging (fMRI) task that probed semantic verbal memory. Polysubstance users enriched for MDMA exposure participated in a semantic memory encoding and recognition fMRI task that activated left BA 9, 18, 21/22 and 45. Primary outcomes were percent blood oxygen level-dependent signal change in left BA 9, 18, 21/22 and 45, accuracy and response time. During semantic recognition, lifetime MDMA use was associated with decreased activation in left BA 9, 18 and 21/22 but not 45. This was partly influenced by contributions from cannabis and cocaine use. MDMA exposure was not associated with accuracy or response time during the semantic recognition task. During semantic recognition, MDMA exposure was associated with reduced regional brain activation in regions mediating verbal memory. These findings partially overlap with previous structural evidence for reduced grey matter in MDMA users and may, in part, explain the consistent verbal memory impairments observed in other studies of MDMA users.","[0, 1, 0, 0, 0, 0]"
"7313","Human pharmacology of ayahuasca: subjective and cardiovascular effects, monoamine metabolite excretion, and pharmacokinetics.^\nThe effects of the South American psychotropic beverage ayahuasca on subjective and cardiovascular variables and urine monoamine metabolite excretion were evaluated, together with the drug's pharmacokinetic profile, in a double-blind placebo-controlled clinical trial. This pharmacologically complex tea, commonly obtained from Banisteriopsis caapi and Psychotria viridis, combines N,N-dimethyltryptamine (DMT), an orally labile psychedelic agent showing 5-hydroxytryptamine2A agonist activity, with monoamine oxidase (MAO)-inhibiting beta-carboline alkaloids (harmine, harmaline, and tetrahydroharmine). Eighteen volunteers with prior experience in the use of psychedelics received single oral doses of encapsulated freeze-dried ayahuasca (0.6 and 0.85 mg of DMT/kg of body weight) and placebo. Ayahuasca produced significant subjective effects, peaking between 1.5 and 2 h, involving perceptual modifications and increases in ratings of positive mood and activation. Diastolic blood pressure showed a significant increase at the high dose (9 mm Hg at 75 min), whereas systolic blood pressure and heart rate were moderately and nonsignificantly increased. Cmax values for DMT after the low and high ayahuasca doses were 12.14 ng/ml and 17.44 ng/ml, respectively. Tmax (median) was observed at 1.5 h after both doses. The Tmax for DMT coincided with the peak of subjective effects. Drug administration increased urinary normetanephrine excretion, but, contrary to the typical MAO-inhibitor effect profile, deaminated monoamine metabolite levels were not decreased. This and the negligible harmine plasma levels found suggest a predominantly peripheral (gastrointestinal and liver) site of action for harmine. MAO inhibition at this level would suffice to prevent first-pass metabolism of DMT and allow its access to systemic circulation and the central nervous system.","[1, 1, 1, 0, 0, 0]"
"7337","P.0622 Cue-reactivity task in patients with alcohol use disorder.^\nBackground: Half a billion people globally exhibit a harmful use of alcohol, resulting in 3 million deaths (5.3% of all deaths) in 2016 and 132.6 million Disability Adjusted Life Years (DALYs) lost (5.1% of all DALYs) [1]. Even though, a wide range of medication has been approved for the treatment of alcohol use disorders (AUDs), their efficacy is limited [2]. Craving is a prominent factor leading to chronic alcohol use and, therefore, it is essential to understand its underlying mechanisms. Drug‐related cues act as trigger for craving and enhance drug‐seeking behaviour [3]. Cue‐reactivity tasks were developed to induce craving within an experimental setting and investigate its underlying neurobiological mechanisms [4]. Neural reactivity to alcohol‐related cues is an important factor for developing effective treatments for AUD. Therefore, we are assessing neural reactivity to an alcohol‐related cue‐reactivity task in patients with AUD. Methods: This analysis is part of a larger phase II clinical trial, assessing the efficacy of psilocybin for relapse prevention in AUD and studying its underlying neurobiological mechanisms in a randomized, placebo‐controlled, between‐subject, double‐blind design. The study is ongoing, and we analysed seven patients with AUD after undergoing withdrawal treatment. The fMRI cue‐reactivity task includes positive, neutral, and alcohol‐related pictures showing the patients’ favourite beverage and lasted for about 7 minutes. Approximately half of the patients received psilocybin‐supported therapy, the other half treatment as usual. We compared neural reactivity to alcohol‐related pictures before. Furthermore, self‐rated craving was assessed and included in the analysis. This analysis examines the general therapy effect across both groups. Therapy (pre and post) and group effects will be investigated after completion of the study. Furthermore, subjective craving measures, assessed with the Penn Alcohol Craving Scale, alcohol abstinence self‐efficacy and quality of life were included in the analysis. Cue‐reactivity fMRI data were preprocessed and analysed using SPM12. Results: Patients with AUD showed increased reactivity in addiction‐related brain areas such as parahippocampal gyrus (p<.001, FDR‐corrected), basal ganglia (p<.001, FDR‐corrected), medial frontal gyrus (p<.05, FDR‐corrected), and right thalamus (p<.05, FDR‐corrected) in response to alcohol‐related compared to neutral pictures before treatment. Comparing alcohol‐related pictures to positive pictures, only the left declive (p<.05, FDR‐corrected) reached significance. Self‐reported craving was not significantly decreased in response to the cue‐reactivity task (d=‐0.01, 95% CI [‐0.46, 0.44], p=.724). Discussion: Further analyses will involve neural alteration in response to treatment and group differences. Additionally, we will investigate whether the above reported brain regions change over the course of the treatment. Conclusion: This study has direct clinical implications for the treatment of AUD, by pinpointing brain regions involved in self‐rated alcohol craving and investigating neural correlates in response to a cue‐reactivity task before treatment. Furthermore, it increases our mechanistic understanding of clinically relevant correlates of addiction therefore establishing biomarkers that are critical for the development of novel therapeutics. The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential No conflict of interest","[1, 0, 0, 1, 0, 0]"
"7364","Meta-analysis of molecular imaging of serotonin transporters in ecstasy/polydrug users.^\nWe conducted a meta-analysis on the available data from studies investigating SERTs in ecstasy users and polydrug using controls. From 7 studies we compared data from 157 ecstasy users and 148 controls across 14 brain regions. The main effect suggested ecstasy/MDMA related SERT reductions (SMD = 0.52, 95% CIs [0.40, 0.65]; Z = 8.36, p < .01, I2 = 89%). A significant effect of subgroups (X2 = 37.41, df = 13, p < .01, I2 = 65.3%) suggested differential effects across brain ROIs. Ecstasy users showed significant SERT reductions in 11 out of the 14 regions, including every neocortical and limbic region analysed. Greatest effects were observed in the occipital cortex (SMD = 1.09, 95% CIs [0.70, 1.48]). No group effects were observed in subcortical areas of the caudate, putamen and midbrain. Literature on Postsynaptic 5HT2A receptor imaging was synthesised with these results. We conclude that, in line with preclinical data, serotonin axons with the longest projections from the raphe nuclei appear to be most affected by ecstasy/MDMA use.","[0, 1, 0, 1, 0, 0]"
"7379","Serotonergic hallucinogens and recognition of facial emotion expressions: a systematic review of the literature.^\nBACKGROUND: Recognition of emotions in facial expressions (REFE) is a key aspect of social cognition. Anxiety and mood disorders are associated with deficits in REFE, and anxiolytics and antidepressants reverse these deficits. Recent studies have shown that serotonergic hallucinogens (i.e. ayahuasca, dimethyltryptamine, psilocybin, lysergic acid diethylamide [LSD], and mescaline) have anxiolytic and antidepressant properties, but their effects on REFE are not well understood. The purpose of the study was to conduct a systematic review analyzing the effects of serotonergic hallucinogens on REFE in humans. METHODS: Studies published in the PubMed, PsycINFO, and Web of Science databases until 19 October 2018 which analyzed the effects of serotonergic hallucinogens on REFE in humans were included. RESULTS: Of the 62 studies identified, 8 studies were included. Included studies involved the administration of a single or a few doses of LSD or psilocybin, and most trials were randomized and controlled with placebo. LSD and psilocybin reduced the recognition of negative emotions in most studies and modulated amygdala activity to these stimuli, which was correlated with antidepressive effects in patients. Both drugs were well tolerated. CONCLUSIONS: Serotonergic hallucinogens reduced the recognition of negative emotions by modulating amygdala activity. Despite the small sample sizes, results suggest that serotonergic hallucinogens show promising beneficial effects on deficits in REFE.","[1, 0, 0, 1, 0, 0]"
"7414","Ketamine or Placebo in Patients with Major Depressive Disorder Undergoing Palliative Care: preliminary Results from the KODIAC Trial.^\nBackground/aims: To report preliminary results from the KODIAC study, designed to evaluate the effect of intravenous ketamine for patients with cancer diagnosed with major depressive disorder (MDD) and undergoing palliative care (PC). Methods: KODIAC is a randomized, double‐blind, placebo‐controlled clinical study which evaluated the effects of an intravenous dose of ketamine hydrochloride (0.5 mg/kg) compared with placebo and escalating dose of escitalopram in patients diagnosed with MDD by a specialized psychiatrist. The primary outcome was depression as per the Brief Edinburgh Depression Scale (BEDS) 3 weeks post‐intervention. This study is registered at clinicaltrials.gov (NCT04471818). Results: Currently, 50% of the calculated sample has been accrued. Eight patients (n=4 controls; n=4 experimental) completed the study. Baseline characteristics were similar among both study groups, as well as baseline BEDS scores. Mean BEDS scores showed improvement as early as 1‐week post‐intervention. At three weeks post intervention, patients included in the experimental arm had a significant reduction in mean BEDS depression scores compared with patients in the control arm (3 [SD: 2.160] vs. 11.75 [SD:3.594]; p=0.006). The most common adverse event was post‐infusion drowsiness and nausea. No serious adverse events were reported. Conclusions: Preliminary results from this study highlight that ketamine is a rapid onset and robust potentializing anti‐depressant for patients with cancer and MDD undergoing palliative care. These preliminary observations require confirmation once the study completes accrual but shed light on the potent effect and safety profile of ketamine for this patient population, warranting further investigation should the final findings be consistent.","[1, 1, 0, 0, 0, 0]"
"7509","Brain entropy and neurotrophic molecular markers accompanying clinical improvement after ketamine: Preliminary evidence in adolescents with treatment-resistant depression.^\nBACKGROUND: Current theory suggests that treatment-resistant depression (TRD) involves impaired neuroplasticity resulting in cognitive and neural rigidity, and that clinical improvement may require increasing brain flexibility and adaptability. AIMS: In this hypothesis-generating study, we sought to identify preliminary evidence of brain flexibility correlates of clinical change within the context of an open-label ketamine trial in adolescents with TRD, focusing on two promising candidate markers of neural flexibility: (a) entropy of resting-state functional magnetic resonance imaging (fMRI) signals; and (b) insulin-stimulated phosphorylation of mammalian target of rapamycin (mTOR) and glycogen synthase-3-beta (GSK3β) in peripheral blood mononuclear cells. METHODS: We collected resting-state functional magnetic resonance imaging data and blood samples from 13 adolescents with TRD before and after a series of six ketamine infusions over 2 weeks. Usable pre/post ketamine data were available from 11 adolescents for imaging and from 10 adolescents for molecular signaling. We examined correlations between treatment response and changes in the central and peripheral flexibility markers. RESULTS: Depression reduction correlated with increased nucleus accumbens entropy. Follow-up analyses suggested that physiological changes were associated with treatment response. In contrast to treatment non-responders (n=6), responders (n=5) showed greater increase in nucleus accumbens entropy after ketamine, together with greater post-treatment insulin/mTOR/GSK3β signaling. CONCLUSIONS: These data provide preliminary evidence that changes in neural flexibility may underlie symptom relief in adolescents with TRD following ketamine. Future research with adequately powered samples is needed to confirm resting-state entropy and insulin-stimulated mTOR and GSK3β as brain flexibility markers and candidate targets for future clinical trials. CLINICAL TRIAL NAME: Ketamine in adolescents with treatment-resistant depressionURL: https://clinicaltrials.gov/ct2/show/NCT02078817Registration number: NCT02078817.","[0, 0, 0, 1, 0, 0]"
"7537","Symptomatological features of patients with and without Ecstasy use during their first psychotic episode.^\nBACKGROUND: Ecstasy use is generally chosen by adolescents and young adults for its entactogenic properties (the production of feelings of empathy, love, and emotional closeness to others.) Despite this desired and frequently realized outcome, Ecstasy use has often resulted in the genesis of psychotic symptoms and aggressive behaviors, particularly after chronic and/or intensive use. METHODS: To explore the negative consequences of Ecstasy use and to examine the aggressive nature oftentimes seen in many Ecstasy users we employed a case-control study model. We compared, by means of validated psychometric tests, the psychopathological symptoms (BPRS), the aggressiveness (OAS) and the social adjustment (DSM-GAF) of psychotic patients with (n = 23) and without (n = 46) recent user of Ecstasy, during their first psychotic episode and hospitalization. All 23 Ecstasy users were Ecstasy users only. RESULTS: Almost all of the psychotic symptoms were of similar severity in both groups. Blunted affect was milder in users than in non-users, whereas hostility and aggressive behavior was significantly more severe in users than in non-users. CONCLUSIONS: psychosis with a high level of aggressiveness and violence constitutes an important 'side-effect' that surely runs counter to the expected entactogenic action of Ecstasy. At a patient psycho-educational level, this study suggests that the use of Ecstasy may be counterproductive with respect to user expectations.","[0, 0, 0, 0, 0, 1]"
"7545","Adolescent Substance Use Patterns and Risk for Suicidal Thoughts and Behaviors in Young Adulthood.^\nOBJECTIVE: This paper focuses on the outcomes at one-year post-treatment of a naturalistic evaluation of services provided through the Takiwasi Centre, an accredited Peruvian therapeutic community offering an ayahuasca-assisted, integrative treatment program for addiction rehabilitation. METHODS: Participants (n=52) completed structured interviews and a battery of validated instruments. Outcome measures included the Addiction Severity Index (V. 5), the Beck Anxiety and Depression Inventories, the WHOQOL-BREF and the WHOQOL-SRPB. Likert rating scales were used to assess perceived importance and significance of different aspects of the program and overall participant satisfaction. RESULTS: The group change from baseline to the one-year follow up was significant and in the anticipated direction for alcohol and drug use severity, depression and anxiety, and some dimensions of quality of life. There was considerable individual variation in outcomes and treatment duration. The majority of participants rated all aspects of the program as important, including the spiritual and therapeutic significance of the ayahuasca experience which was rated as very significant. CONCLUSION: Based on the positive one-year outcomes, and within the limitations of an uncontrolled observational study design, the findings suggest promise for the effectiveness of the use of ayahuasca in a multifactorial treatment context for individuals with significant treatment histories, high levels of comorbidity and treatment motivation. Results highlight considerable variation in individual experience that merit in-depth qualitative analysis. Implications for ayahuasca-assisted and other psychedelic-assisted treatment alternatives are discussed.","[1, 0, 0, 0, 0, 0]"
