Study Type: Randomized-controlled trial (RCT),Study Type: Pre-post study,Study Type: Case Report,Study Type: Case Series,Study Type: Cohort Study,Study Type: Cross-Sectional Study,Study Type: Systematic Review/Meta-analysis,Study Type: Qualitative Study,Study Type: Study protocol,Study Type: Unknown,Study Type: Other,Data Type: Longitudinal,Data Type: Cross-sectional,Data Type: Unknown,Data Collection: Retrospective,Data Collection: Prospective,Data Collection: Unknown,Clinical Trial Phase: Phase 1,Clinical Trial Phase: Phase 2,Clinical Trial Phase: Phase 3,Clinical Trial Phase: Phase 4,Clinical Trial Phase: Unknown,Clinical Trial Phase: Not Applicable,Outcomes: The ability to drive a car,Outcomes: Suicide,Outcomes: Functional MRI,Outcomes: Physiological Functions,Outcomes: Mental Functions,Outcomes: Pharmacokinetics,Condition: Psychiatric Condition,Condition: Pain,Condition: Recreational Drug Use,Condition: Healthy Participants,Condition: Palliative Setting,Substance: LSD,Substance: Psilocybin,Substance: Mescaline,Substance: DMT,Substance: Ayahuasca,Substance: 5-MeO-DMT,Substance: MDMA,Substance: Ketamine,Substance: Ibogaine,Substance: Salvinorin A,Substance: Combination Therapy,Number of Participants: 1-20,Number of Participants: 21-40,Number of Participants: 41-60,Number of Participants: 61-80,Number of Participants: 81-100,Number of Participants: >100,Number of Participants: Unknown,Sex of Participants: Male,Sex of Participants: Female,Sex of Participants: Both sexes,Sex of Participants: Unknown,Age of Participants: Pediatric (< 18 years old),Age of Participants: Adult (≥18 years),Age of Participants: Unknown,Adverse Event: No adverse event(s) were reported,Adverse Event: Adverse event(s) were reported,Adverse Event: No reporting of adverse event(s),Adverse Event: Not Applicable,Conclusion: Positive,Conclusion: Negative,Conclusion: Neutral,Conclusion: Mixed,Conclusion: Unknown,Conclusion: Not Applicable,Regimen: Microdosing,Regimen: Multiple Applications,Regimen: Single Dose,Substance Naivety: Substance-Naïve Participants,Substance Naivety: Substance-non-naïve participants,Substance Naivety: Unknown,text,id
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"What Do Young Adults Expect from the Recreational Use of Ecstasy (3,4-Methylenedioxymethamphetamine/Molly)? A Latent Class Analysis of a Convenience Sample of Dutch Young Adults.^
Introduction: This study offers insights into Dutch young people's expected social and personal consequences of ecstasy use. Substance use expectancies are assumed to be an essential component in explaining substance use behaviour and, therefore, the development of effective substance use prevention and treatment strategies. Method: Dutch young adults with an online interest in drug-related social media posts were targeted with an online survey about their use of alcohol and drugs. This resulted in a convenience sample (N = 4182, 73.4% female, M<sub>age</sub> = 21.11), of which 35.5% had used ecstasy at least once in their life and 29.3% had used ecstasy last year. Latent class analyses were used to identify subgroups based on both positive and negative expectancies of ecstasy use. Cross-class differences were examined using multinomial logistic regression. Results: This study yielded four distinct classes: only negative expectancies (13.6%), high positive and negative expectancies (23.5%), low to moderate positive and negative expectancies (20.6%), and mostly positive expectancies (22.4%). These classes differed significantly in lifetime experience with ecstasy use, intention to use ecstasy, perception of harmfulness and availability, and social norms regarding the use of ecstasy. Conclusion: Findings show that ecstasy use expectancies can be used to create meaningful classes of users and non-users, and that these classes are different enough to warrant varied prevention approaches. Expectancies young people have regarding the use of ecstasy are associated with various ecstasy use-related variables and should be taken into consideration when developing and implementing preventive interventions.",1903
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"Pharmacokinetics, pharmacodynamics and urinary recovery of oral lysergic acid diethylamide administration in healthy participants.^
Aims: Lysergic acid diethylamide (LSD) is currently investigated for several neurological and psychiatric illnesses. Various studies have investigated the pharmacokinetics and the pharmacokinetic–pharmacodynamic relationship of LSD in healthy participants, but data on urinary recovery and confirmatory studies are missing. Methods: The present study characterized the pharmacokinetics, pharmacokinetic–pharmacodynamic relationship and urinary recovery of LSD at doses of 85 and 170 μg administered orally in 28 healthy participants. The plasma concentrations and subjective effects of LSD were continuously evaluated over a period of 24 h. Urine was collected during 3 time intervals (0–8, 8–16 and 16–24 h after LSD administration). Pharmacokinetic parameters were determined using compartmental modelling. Concentration–subjective effect relationships were described using pharmacokinetic–pharmacodynamic modelling. Results: Mean (95% confidence interval) maximal LSD concentrations were 1.8 ng/mL (1.6–2.0) and 3.4 ng/mL (3.0–3.8) after the administration of 85 and 170 μg LSD, respectively. Maximal concentrations were achieved on average after 1.7 h. Elimination half-lives were 3.7 h (3.4–4.1) and 4.0 h (3.6–4.4), for 85 and 170 μg LSD, respectively. Only 1% of the administered dose was recovered from urine unchanged within the first 24 h, 16% was eliminated as 2-oxo-3-hydroxy-LSD. Urinary recovery was dose proportional. Mean (±standard deviation) durations of subjective effects were 9.3 ± 3.2 and 11 ± 3.7 h, and maximal effects (any drug effects) were 77 ± 18% and 87 ± 13% after 85 and 170 μg of LSD, respectively. Conclusion: The present novel study validates previous findings. LSD exhibited dose-proportional pharmacokinetics and first-order elimination kinetics and dose-dependent duration and intensity of subjective effects. LSD is extensively metabolized and shows dose-proportional urinary recovery.",3635
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"Differential ketamine effects on clinical, behavioral and brain function outcome measures: a simultaneous fmri/eeg study.^
Background: Various ketamine models of schizophrenia are used for testing novel compounds. Questions remain whether electrophysiological and functional imaging outcome measures offer any advantages compared to clinical and behavioral measures in the context of drug trials. Here we tested whether a possible confounder of ketamine action, the physiological stress response, differentially affects these outcome measures. Methods: Randomized, cross‐over, placebo‐controlled pharmaimaging study in 24 male volunteers. Low‐dose S‐ketamine (bolus prior to functional imaging: 0.1 mg/kg during 5 min, thereafter continuous infusion: 0.0156 mg/kg/min reduced by 10% every ten minutes) or placebo was administered while performing a visual oddball reaction time task during fMRI with simultaneous recording of event‐related potentials (P300) and surrogate endpoint measures of the physiological stress response: electrodermal activity (EDA) and heart rate. Pre‐post imaging psychopathological status was assessed using the PANSS scale. Results: Comparable separation of drug conditions was achieved with area under the curve (AUC) values of 0.8‐1.0 in the clinical (PANSS), behavioral (reaction hit and false alarm rate), peripheral physiological (EDA, heart rate), electrophyiological (P300) and fMRI (ROIs) domains. Analysis of multivariate covariance structure revealed that clinical/behavioral but not EEG/fMRI AUC residuals are dramatically affected by stress parameters (heart rate, EDA). Conclusions: Our ketamine experiment provides an instructive example how functional imaging and electrophysiology can aid the dissection of partial drug effects. These partial effects can be confounders leading to wrong decisions in the process of drug development when exclusively relying on clinical/behavioral outcome measures.",9225
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,"Powerful substances in tiny amounts: An interview study of psychedelic microdosing.^
Aims: This article presents a qualitative interview study of people who microdose with psychedelic drugs, which means that the user takes about one tenth of an ordinary recreational dose. Design: Respondents (n = 21) were recruited at several Internet fora for individual interviews via private messaging. Every participant was male, and the median respondent was in his 30s with a stable job and relationship and extensive entheogen experience. Results: Respondents tended to experiment with microdosing in phases, reporting mostly positive consequences from this form of drug use. Reported effects included improved mood, cognition, and creativity, which often served to counteract symptoms especially from conditions of anxiety and depression. There were also reports of various challenges with psychedelic microdosing, and some did not find the practice worth continuing. Conclusion: The study obtained evidence of a group of users taking small doses of psychedelics not for the purpose of intoxication but to enhance everyday functioning. While the study's findings are not generalisable, they may inform subsequent investigations with research questions and hypotheses.",4070
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"Validation of the Psychological Insight Scale: A new scale to assess psychological insight following a psychedelic experience.^
Introduction: As their name suggests, ‘psychedelic’ (mind-revealing) compounds are thought to catalyse processes of psychological insight; however, few satisfactory scales exist to sample this. This study sought to develop a new scale to measure psychological insight after a psychedelic experience: the Psychological Insight Scale (PIS). Methods: The PIS is a six- to seven-item questionnaire that enquires about psychological insight after a psychedelic experience (PIS-6) and accompanied behavioural changes (PIS item 7). In total, 886 participants took part in a study in which the PIS and other questionnaires were completed in a prospective fashion in relation to a planned psychedelic experience. For validation purposes, data from 279 participants were analysed from a non-specific ‘global psychedelic survey’ study. Results: Principal components analysis of PIS scores revealed a principal component explaining 73.57% of the variance, which displayed high internal consistency at multiple timepoints throughout the study (average Cronbach’s α = 0.94). Criterion validity was confirmed using the global psychedelic survey study, and convergent validity was confirmed via the Therapeutic-Realizations Scale. Furthermore, PIS scores significantly mediated the relationship between emotional breakthrough and long-term well-being. Conclusion: The PIS is complementary to current subjective measures used in psychedelic studies, most of which are completed in relation to the acute experience. Insight – as measured by the PIS – was found to be a key mediator of long-term psychological outcomes following a psychedelic experience. Future research may investigate how insight varies throughout a psychedelic process, its underlying neurobiology and how it impacts behaviour and mental health. © The Author(s) 2022.",6808
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Efficacy and adverse effects of ketamine versus electroconvulsive therapy for major depressive disorder: A systematic review and meta-analysis.^
BACKGROUND: ECT is considered the fastest and most effective treatment for TRD. Ketamine seems to be an attractive alternative due to its rapid-onset antidepressant effects and impact on suicidal thoughts. This study aimed to compare efficacy and tolerability of ECT and ketamine for different depression outcomes (PROSPERO/CRD42022349220). METHODS: We searched MEDLINE, Web of Science, Embase, PsycINFO, Google Scholar, Cochrane Library and trial registries, which were the ClinicalTrials.gov and the World Health Organization's International Clinical Trials Registry Platform, without restrictions on publication date. SELECTION CRITERIA: randomized controlled trials or cohorts comparing ketamine versus ECT in patients with TRD. RESULTS: Eight studies met the inclusion criteria (of 2875 retrieved). Random-effects models comparing ketamine and ECT regarding the following outcomes were conducted: a) reduction of depressive symptoms severity through scales, g = -0.12, p = 0.68; b) response to therapy, RR = 0.89, p = 0.51; c) reported side-effects: dissociative symptoms, RR = 5.41, p = 0.06; nausea, RR = 0.73, p = 0.47; muscle pain, RR = 0.25, p = 0.02; and headache, RR = 0.39, p = 0.08. Influential & subgroup analyses were performed. LIMITATIONS: Methodological issues with high risk of bias in some of the source material, reduced number of eligible studies with high in-between heterogeneity and small sample sizes. CONCLUSION: Our study showed no evidence to support the superiority of ketamine over ECT for severity of depressive symptoms and response to therapy. Regarding side effects, there was a statistically significant decreased risk of muscle pain in patients treated with ketamine compared to ECT.",1891
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"Effects of ketamine on explicit and implicit suicidal cognition: a randomized controlled trial in treatment-resistant depression.^
BACKGROUND: Preliminary evidence suggests intravenous ketamine has rapid effects on suicidal cognition, making it an attractive candidate for depressed patients at imminent risk of suicide. In the first randomized controlled trial of ketamine using an anesthetic control condition, we tested ketamine's acute effects on explicit suicidal cognition and a performance-based index of implicit suicidal cognition (Implicit Association Test; IAT) previously linked to suicidal behavior. METHOD: Symptomatic patients with treatment-resistant unipolar major depression (inadequate response to ≥3 antidepressants) were assessed using a composite index of explicit suicidal ideation (Beck Scale for Suicidal Ideation, Montgomery-Asberg Rating Scale suicide item, Quick Inventory of Depressive Symptoms suicide item) and the IAT to assess suicidality implicitly. Measures were taken at baseline and 24 hr following a single subanesthetic dose of ketamine (n = 36) or midazolam (n = 21), a psychoactive placebo agent selected for its similar, rapid anesthetic effects. Twenty four hours postinfusion, explicit suicidal cognition was significantly reduced in the ketamine but not the midazolam group. RESULTS: Fifty three percent of ketamine-treated patients scored zero on all three explicit suicide measures at 24 hr, compared with 24% of the midazolam group (χ(2) = 4.6; P = .03). Implicit associations between self- and escape-related words were reduced following ketamine (P = .01; d = .58) but not midazolam (P = .68; d = .09). Ketamine-specific decreases in explicit suicidal cognition were largest in patients with elevated suicidal cognition at baseline, and were mediated by decreases in nonsuicide-related depressive symptoms. CONCLUSIONS: Intravenous ketamine produces rapid reductions in suicidal cognition over and above active placebo. Further study is warranted to test ketamine's antisuicidal effects in higher-risk samples.",7074
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Classical psychedelics for the treatment of depression and anxiety: A systematic review.^
BACKGROUND: Depression and anxiety are prevalent psychiatric disorders that carry significant morbidity. Pharmacological and psychosocial interventions are used to manage these conditions, but their efficacy is limited. Recent interest into the use of psychedelic-assisted therapy using ayahuasca, psilocybin or lysergic acid diethylamide (LSD) may be a promising alternative for patients unresponsive to traditional treatments. This review aims to determine the efficacy and tolerability of psychedelics in the management of resistant depression. METHODS: Clinical trials investigating psychedelics in patients with depression and/or anxiety were searched via MEDLINE, EMBASE and PsychINFO. Efficacy was assessed by measuring symptom improvement from baseline, and tolerability was evaluated by noting the incidence and type of adverse effects reported. Risk of bias was assessed. RESULTS: Seven studies, with 130 patients, were analysed in this review. Three were conducted in patients with depression, two in patients with anxiety and two in patients with both. In a supportive setting, ayahuasca, psilocybin, and LSD consistently produced immediate and significant anti-depressant and anxiolytic effects that were endured for several months. Psychedelics were well-tolerated. The most common adverse effects were transient anxiety, short-lived headaches, nausea and mild increases in heart rate and blood pressure. LIMITATIONS: At present, the number of studies on this subject is very limited; and the number of participating patients within these is also limited as the treatment under investigations is a relatively novel concept. CONCLUSIONS: Though further evidence is required, psychedelics appear to be effective in significantly reducing symptoms of depression and anxiety and are well-tolerated.",5930
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Visits to the emergency department due to ecstasy (MDMA) and amphetamine derivative consumption: Epidemiological, clinical and evolutional profile.^
Objectives: To describe clinical and epidemiologic characteristics of emergency department visits related with ecstasy usage, determine the rate of re-visits of the patients and their related factors. Material and methods: The clinical histories of the patients coming to the Emergency Department for ecstasy-related problems were reviewed during 89 consecutive months in order to define the epidemiological and clinical profile. The computerized system of admission was used to study re-visits to the emergency department, reviewing the clinical history of the re-visits to see if they were related with drug consumption. Results: The study included 498 cases (71% male, mean age 26.5 years). The majority of the patients were attended on the weekend (66.6%) and at night (57%). Main complaints were anxiety or altered thoughts (32.8%), agitation (17.2%), impaired awareness level (7.2%) and convulsions or abnormal movements (5.6%). A total of 81% of the patients had consumed other substances besides ecstasy, mainly ethanol (53%), cocaine (36%) and gammahydroxibutirate (liquid ecstasy, 25%). Twenty six patients (5%) required admission to hospital (6 in the intensive care unit) and 4 died (0.8%). Fifteen percent of the patients were re-attended in the same ED for drug-related problems after a mean follow-up of 3 years, the new visit being more frequent during the first months. The need for an urgent psychiatric visit (OR: 6.3; 95% CI: 2.912.8) and hospital admission (OR: 3.5; 95% CI: 1.58.4) during their first ED attendance were independently associated with a greater risk of re-attendance. Conclusions: Ecstasy consumption frequently leads to an ED visit, sometimes due to severe medical complications, and at least 15% of patients will need urgent care again for drug-related problems within the next 3 years. This likelihood increases along with increased severity of the index episode (need of psychiatric consultation or hospital admission). © 2009 ElsevierEspaña, S.L.Todoslosderechosreservados.",2800
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"A Phase II, Open-Label Clinical Trial of Intranasal Ketamine for Depression in Patients with Cancer Receiving Palliative Care (INKeD-PC Study).^
Antidepressants require several weeks for the onset of action, a lag time that may exceed life expectancy in palliative care. Ketamine has demonstrated rapid antidepressant effects, but has been minimally studied in cancer and palliative care populations. Herein, the objective was to determine the feasibility, safety, tolerability and preliminary efficacy of intranasal racemic ketamine for major depressive disorder (MDD) in patients with advanced cancer. We conducted a single-arm, open-label phase II trial at the Princess Margaret Cancer Centre in Toronto, ON, Canada. Participants with advanced cancer with moderate to severe MDD received three flexible doses of intranasal (IN) ketamine (50−150 mg) over a one-week period. The primary efficacy outcome was an antidepressant response and remission rates as determined by the Montgomery−Åsberg Depression Rating Scale (MADRS) from baseline to the Day 8 primary endpoint. Twenty participants were enrolled in the trial, receiving at least one dose of IN ketamine, with fifteen participants receiving all three doses. The Day 8 antidepressant response (MADRS decreased by >50%) and remission (MADRS < 10 on Day 8) rates were high at 70% and 45%, respectively. Mean MADRS scores decreased significantly from baseline (mean MADRS of 31, standard deviation 7.6) to Day 8 (11 +/− 7.4) with an overall decrease of 20 points (p < 0.001). Antidepressant effects were partially sustained in the second week in the absence of additional ketamine doses, with a Day 14 mean MADRS score of 14 +/− 9.9. Common adverse effects included fatigue, dissociation, nausea, dysgeusia and headaches; almost all adverse effects were mild and transient, resolving within 2 h of each ketamine dose with one dropout related to adverse effects (negative dissociative episode). Given these promising findings, larger, controlled trials are merited.",7466
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,"Ketamine's dose-related effects on anxiety symptoms in patients with treatment refractory anxiety disorders.^
The N-methyl-D-aspartate receptor antagonist ketamine has rapid onset activity in treatment-resistant depression, post-traumatic stress disorder and obsessive compulsive disorder. Due to similarities in brain network activity in depression and anxiety disorders, we hypothesized that ketamine might also be active in other refractory anxiety disorders. We evaluated the efficacy and safety of ketamine in 12 patients with refractory generalized anxiety disorder and/or social anxiety disorder who were not currently depressed, using an ascending single dose study design (0.25, 0.5, 1 mg/kg administered subcutaneously) at weekly intervals. Within 1 h of dosing, patients reported reduced anxiety, which persisted for up to seven days. A dose-response profile was noted for anxiolytic effects, dissociative side effects, and changes in blood pressure and heart rate, with minor changes at 0.25 mg/kg, and progressively greater and more durable changes at the higher doses. Ten of 12 patients were treatment responders at 0.5-1 mg/kg. Ketamine was safe and well tolerated in this population. Ketamine may be a potential therapeutic alternative for patients with refractory generalized anxiety disorder/social anxiety disorder. Along with its demonstrated effectiveness in patients with treatment-resistant depression, obsessive compulsive disorder and post-traumatic stress disorder, these data raise the intriguing possibility that ketamine may have broad efficacy in disorders characterized by negative emotional states, and that these disorders may share a common precipitating neurobiology.",2998
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"Modulation of Serum Brain-Derived Neurotrophic Factor by a Single Dose of Ayahuasca: Observation From a Randomized Controlled Trial.^
Serotonergic psychedelics are emerging as potential antidepressant therapeutic tools, as suggested in a recent randomized controlled trial with ayahuasca for treatment-resistant depression. Preclinical and clinical studies have suggested that serum brain-derived neurotrophic factor (BDNF) levels increase after treatment with serotoninergic antidepressants, but the exact role of BDNF as a biomarker for diagnostic and treatment of major depression is still poorly understood. Here we investigated serum BDNF levels in healthy controls (N = 45) and patients with treatment-resistant depression (N = 28) before (baseline) and 48 h after (D2) a single dose of ayahuasca or placebo. In our sample, baseline serum BDNF levels did not predict major depression and the clinical characteristics of the patients did not predict their BDNF levels. However, at baseline, serum cortisol was a predictor of serum BDNF levels, where lower levels of serum BDNF were detected in a subgroup of subjects with hypocortisolemia. Moreover, at baseline we found a negative correlation between BDNF and serum cortisol in volunteers with eucortisolemia. After treatment (D2) we observed higher BDNF levels in both patients and controls that ingested ayahuasca (N = 35) when compared to placebo (N = 34). Furthermore, at D2 just patients treated with ayahuasca (N = 14), and not with placebo (N = 14), presented a significant negative correlation between serum BDNF levels and depressive symptoms. This is the first double-blind randomized placebo-controlled clinical trial that explored the modulation of BDNF in response to a psychedelic in patients with depression. The results suggest a potential link between the observed antidepressant effects of ayahuasca and changes in serum BDNF, which contributes to the emerging view of using psychedelics as an antidepressant. This trial is registered at http://clinicaltrials.gov (NCT02914769).",1886
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"Physiological and subjective responses to controlled oral 3,4-methylenedioxymethamphetamine administration.^
A randomized, within-subject, double-blind, inpatient study of the physiological and subjective effects of oral 3,4-methylenedioxymethamphetamine (MDMA) was conducted in human volunteers with previous MDMA experience. Placebo, low (1.0 mg/kg), and high (1.6 mg/kg) doses of oral MDMA were administered in a controlled inpatient setting at least 7 days apart to 6 African American (4 male, 2 female) and 2 white (both male) volunteers (mean [SE] age, 21.1 [0.8] years; weight, 77.2 [7.7] kg). 3,4-Methylenedioxymethamphetamine doses were 46 to 150 mg, in the range of typical recreational doses. Participants completed all sessions without clinically significant adverse events. 3,4-Methylenedioxymethamphetamine produced significant dose-dependent increases in heart rate (highest, 132 bpm), systolic (highest, 171 mm Hg) and diastolic (highest, 102 mm Hg) blood pressure, and subjective responses for energy level, closeness to others, mind racing, heightened senses, and high (evaluated by visual analog scales). Peak effects occurred 1 to 2 hours after dose, with no secondary peak. There were no significant effects on body temperature (measured at tympanic membrane), respiratory rate, or blood oxygen saturation (by pulse oximetry). Although most physiological and subjective parameters were significantly correlated with MDMA plasma concentrations, correlation coefficients were low and clinically insignificant, eliminating the ability to predict effects from single plasma concentrations. These findings suggest that oral MDMA in typical recreational doses produces short-term effects on cardiovascular function and subjective state but that temperature effects may result from interaction with environmental and subject factors.",4451
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,"Antidepressant and anti-suicidal effects of ketamine in treatment-resistant depression associated with psychiatric and personality comorbidities: A double-blind randomized trial.^
OBJECTIVE: To evaluate the effects of ketamine treatment on depression and suicidal ideation in treatment resistant depression (TRD) and to determine whether they are influenced by other psychiatric and personality comorbidities. METHODS: A randomized double-blind parallel-arm controlled study on 36 patients with TRD. Patients were divided into two treatment groups: ketamine (K group) and placebo (P group). Patients in the K and P groups received one infusion of medicine per week for two weeks. All participants were assessed using the Structured Interview for the Five-Factor Personality Model (SIFFM), Hamilton Depression Rating Scale (HDRS), Suicide Probability Scale (SPS), and Symptom Checklist 90 (SCL 90). RESULTS: After treatment, there was a significant decrease in the total HDRS and SPS scores in the K group compared to the P group, but the magnitude of response was not influenced by the presence of other psychiatric symptoms. Regression model, only receive ketamine treatment was significant factor for improve suicide and depression scores. LIMITATIONS: lack of data on other outcomes that are important to patients (e.g., quality of life, cognition) and need for a larger sample size. CONCLUSIONS: Ketamine infusions in TRD reduce suicidal ideation and depression despite the presence other psychiatric and personality disorders.",216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The psychedelic renaissance: the next trip for psychiatry?.^
The psychedelic research renaissance is gaining traction. Preliminary clinical studies of the hallucinogenic fungi, psilocybin, with psychological support, have indicated improvements in mood, anxiety and quality of life. A seminal, open-label study demonstrated marked reductions in depression symptoms in participants with treatment-resistant depression (TRD). The associated neurobiological processes involve alterations in brain connectivity, together with altered amygdala and default mode network activity. At the cellular level, psychedelics promote synaptogenesis and neural plasticity. Prompted by the promising preliminary studies, a randomized, double-blind trial has recently been launched across Europe and North America to investigate the efficacy of psilocybin in TRD. One of these centres is based in Ireland - CHO Area 7 and Tallaght University Hospital. The outcome of this trial will determine whether psilocybin with psychological support will successfully translate into the psychiatric clinic for the benefit of patients.",4265
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,"Pilot study suggests DNA methylation of the glucocorticoid receptor gene (NR3C1) is associated with MDMA-assisted therapy treatment response for severe PTSD.^
BACKGROUND: Previous research has demonstrated that epigenetic changes in specific hypothalamic-pituitary-adrenal (HPA) genes may predict successful psychotherapy in post-traumatic stress disorder (PTSD). A recent Phase 3 clinical trial reported high efficacy of 3,4-methylenedioxymethamphetamine (MDMA)-assisted therapy for treating patients with severe PTSD compared to a therapy with placebo group (NCT03537014). This raises important questions regarding potential mechanisms of MDMA-assisted therapy. In the present study, we examined epigenetic changes in three key HPA axis genes before and after MDMA and placebo with therapy. As a pilot sub-study to the parent clinical trial, we assessed potential HPA epigenetic predictors for treatment response with genomic DNA derived from saliva (MDMA, n = 16; placebo, n = 7). Methylation levels at all 259 CpG sites annotated to three HPA genes (CRHR1, FKBP5, and NR3C1) were assessed in relation to treatment response as measured by the Clinician-Administered PTSD Scale (CAPS-5; Total Severity Score). Second, group (MDMA vs. placebo) differences in methylation change were assessed for sites that predicted treatment response. RESULTS: Methylation change across groups significantly predicted symptom reduction on 37 of 259 CpG sites tested, with two sites surviving false discovery rate (FDR) correction. Further, the MDMA-treatment group showed more methylation change compared to placebo on one site of the NR3C1 gene. CONCLUSION: The findings of this study suggest that therapy-related PTSD symptom improvements may be related to DNA methylation changes in HPA genes and such changes may be greater in those receiving MDMA-assisted therapy. These findings can be used to generate hypothesis driven analyses for future studies with larger cohorts.",4888
